Entry	Status	Gene ontology (biological process)
Q9VBR6	unreviewed	carbohydrate metabolic process [GO:0005975]; glycoside catabolic process [GO:0016139]
Q9VBR8	unreviewed	regulation of transcription, DNA-templated [GO:0006355]
Q9VTH9	unreviewed	cytoplasmic translation [GO:0002181]; eukaryotic translation initiation factor 4F complex assembly [GO:0097010]; formation of translation preinitiation complex [GO:0001731]
Q9VW73	unreviewed	cellular response to amino acid stimulus [GO:0071230]; cholesterol homeostasis [GO:0042632]; endosomal transport [GO:0016197]; lysosome organization [GO:0007040]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of TORC1 signaling [GO:1904263]; regulation of receptor recycling [GO:0001919]
Q9W2Z7	unreviewed	
Q9VQQ0	unreviewed	basal protein localization [GO:0045175]; mitotic spindle organization [GO:0007052]; regulation of asymmetric protein localization involved in cell fate determination [GO:1904785]
Q9VBV4	unreviewed	
Q9VFY5	unreviewed	
Q9VP77	unreviewed	
Q9VFW3	unreviewed	sensory perception of chemical stimulus [GO:0007606]
Q9VBX2	reviewed	chromatin remodeling [GO:0006338]; histone acetylation [GO:0016573]; molybdopterin cofactor biosynthetic process [GO:0032324]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
Q9VBX4	unreviewed	
Q9VBX8	unreviewed	
Q9VBY2	unreviewed	rRNA processing [GO:0006364]
Q9VBZ2	unreviewed	
Q9VC19	unreviewed	
Q9VC22	unreviewed	
Q9VFH6	reviewed	cilium organization [GO:0044782]
Q9VYU5	unreviewed	lipid metabolic process [GO:0006629]; response to reactive oxygen species [GO:0000302]
Q9VC35	reviewed	oogenesis [GO:0048477]; positive regulation of BMP signaling pathway [GO:0030513]
Q9VC49	reviewed	transcription by RNA polymerase I [GO:0006360]; transcription by RNA polymerase II [GO:0006366]; transcription by RNA polymerase III [GO:0006383]
Q9VCI4	unreviewed	wound healing [GO:0042060]
Q9W3M7	unreviewed	regulation of Notch signaling pathway [GO:0008593]
Q9VC56	reviewed	negative regulation of defense response to bacterium [GO:1900425]; negative regulation of innate immune response [GO:0045824]; negative regulation of Toll signaling pathway [GO:0045751]; positive regulation of cell growth [GO:0030307]; post-translational protein modification [GO:0043687]; protein deubiquitination [GO:0016579]; regulation of antimicrobial peptide production [GO:0002784]; regulation of gene silencing [GO:0060968]; regulation of protein stability [GO:0031647]; ubiquitin-dependent protein catabolic process [GO:0006511]; wing disc development [GO:0035220]
Q9VC57	reviewed	endoplasmic reticulum membrane fusion [GO:0016320]; endoplasmic reticulum organization [GO:0007029]; Golgi organization [GO:0007030]; membrane fusion [GO:0061025]; microtubule depolymerization [GO:0007019]; muscle organ development [GO:0007517]; neuromuscular junction development [GO:0007528]; positive regulation of axon extension involved in regeneration [GO:0048691]; protein homooligomerization [GO:0051260]; regulation of microtubule depolymerization [GO:0031114]; regulation of synaptic growth at neuromuscular junction [GO:0008582]; synaptic growth at neuromuscular junction [GO:0051124]
Q9VZJ9	reviewed	organelle organization [GO:0006996]; positive regulation of mitochondrial fission [GO:0090141]; protein ubiquitination [GO:0016567]
Q9VC58	unreviewed	neuromuscular junction development [GO:0007528]; neuromuscular synaptic transmission [GO:0007274]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]; vesicle-mediated transport [GO:0016192]
Q9VPM9	unreviewed	
Q9VD37	unreviewed	
Q9VCE9	reviewed	dephosphorylation [GO:0016311]
Q9VGA1	unreviewed	glutathione metabolic process [GO:0006749]
Q9VC70	unreviewed	cilium assembly [GO:0060271]
Q9VC77	unreviewed	
Q9VC80	unreviewed	
Q9VC85	unreviewed	
Q9VEX7	unreviewed	chromatin-mediated maintenance of transcription [GO:0048096]; locomotor rhythm [GO:0045475]; sleep [GO:0030431]; wing disc dorsal/ventral pattern formation [GO:0048190]
Q9VC94	unreviewed	mRNA processing [GO:0006397]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]
Q9VCA1	unreviewed	
Q9VLS7	unreviewed	ER to Golgi vesicle-mediated transport [GO:0006888]; rhodopsin biosynthetic process [GO:0016063]; spermatogenesis [GO:0007283]
Q9VCC3	reviewed	mitochondrial translation [GO:0032543]; translation [GO:0006412]
Q9VCC8	unreviewed	intracellular cholesterol transport [GO:0032367]; sterol transport [GO:0015918]
Q9VCE7	unreviewed	protein localization to plasma membrane [GO:0072659]
Q9VE73	unreviewed	
Q9VMD0	unreviewed	determination of adult lifespan [GO:0008340]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of apoptotic process [GO:0042981]; response to oxidative stress [GO:0006979]
Q9VUZ3	unreviewed	
Q9VCG6	unreviewed	mRNA splicing, via spliceosome [GO:0000398]; spermatid differentiation [GO:0048515]; spermatogenesis [GO:0007283]
Q9VVT8	unreviewed	fatty acid biosynthetic process [GO:0006633]; long-chain fatty acid metabolic process [GO:0001676]
Q9W106	unreviewed	protein processing [GO:0016485]; proteolysis [GO:0006508]; regulation of fatty acid beta-oxidation [GO:0031998]
Q9W4G9	unreviewed	
Q9VCH5	reviewed	cellular response to ecdysone [GO:0071390]; cellular response to heat [GO:0034605]; germ-line stem cell population maintenance [GO:0030718]; heat shock-mediated polytene chromosome puffing [GO:0035080]; larval lymph gland hemopoiesis [GO:0035167]; male germ-line stem cell population maintenance [GO:0036098]; mRNA transport [GO:0051028]; negative regulation by host of viral transcription [GO:0043922]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of gene expression [GO:0010628]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription initiation from RNA polymerase II promoter [GO:0060261]; posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000973]; protein import into nucleus [GO:0006606]; response to ecdysone [GO:0035075]; RNA export from nucleus [GO:0006405]; telomere tethering at nuclear periphery [GO:0034398]; transcriptional activation by promoter-enhancer looping [GO:0071733]
Q9VVI1	unreviewed	mRNA splice site selection [GO:0006376]; mRNA splicing, via spliceosome [GO:0000398]
Q9VCH9	unreviewed	
Q9VCI3	reviewed	lipid droplet organization [GO:0034389]; lipid storage [GO:0019915]; lipid transport [GO:0006869]; positive regulation of triglyceride catabolic process [GO:0010898]; protein localization to lipid droplet [GO:1990044]; regulation of lipid storage [GO:0010883]; triglyceride mobilization [GO:0006642]
Q9VNS5	unreviewed	
Q9VCJ5	unreviewed	aminergic neurotransmitter loading into synaptic vesicle [GO:0015842]; male mating behavior [GO:0060179]; neurotransmitter transport [GO:0006836]; olfactory learning [GO:0008355]
Q9VCK8	unreviewed	
Q9VCL9	unreviewed	negative regulation of decapentaplegic signaling pathway [GO:0090099]; potassium ion transport [GO:0006813]; regulation of ion transmembrane transport [GO:0034765]; regulation of membrane potential [GO:0042391]; wing disc development [GO:0035220]
Q9VJ87	reviewed	mRNA splicing, via spliceosome [GO:0000398]
Q9VCQ6	unreviewed	cell morphogenesis [GO:0000902]; regulation of GTPase activity [GO:0043087]
Q9VUV9	reviewed	mitotic cell cycle [GO:0000278]; mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]; spermatogenesis [GO:0007283]; spliceosome conformational change to release U4 (or U4atac) and U1 (or U11) [GO:0000388]; ventral cord development [GO:0007419]
Q9W3N1	unreviewed	cellular response to nutrient levels [GO:0031669]; negative regulation of cell growth [GO:0030308]; negative regulation of DNA endoreduplication [GO:0032876]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; positive regulation of lipid storage [GO:0010884]
Q9VCQ8	unreviewed	cellular amino acid metabolic process [GO:0006520]
Q9VQ40	unreviewed	
Q9VIM4	unreviewed	
Q9VCR9	unreviewed	
Q9VPF1	unreviewed	nuclear protein quality control by the ubiquitin-proteasome system [GO:0071630]; proteasome localization [GO:0031144]; proteasome localization to nuclear periphery [GO:1990920]
Q9VE78	unreviewed	synapsis [GO:0007129]; synaptonemal complex assembly [GO:0007130]
Q9VCS5	unreviewed	multicellular organism development [GO:0007275]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q9VGN9	reviewed	assembly of large subunit precursor of preribosome [GO:1902626]; cytoplasmic translation [GO:0002181]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]
Q9VRL1	unreviewed	peptidoglycan recognition protein signaling pathway [GO:0061057]; postreplication repair [GO:0006301]; protein K63-linked ubiquitination [GO:0070534]; protein polyubiquitination [GO:0000209]
Q9VU88	unreviewed	axon target recognition [GO:0007412]; synapse assembly [GO:0007416]; synaptic growth at neuromuscular junction [GO:0051124]
Q9VPT9	unreviewed	multicellular organism reproduction [GO:0032504]; negative regulation of amyloid precursor protein biosynthetic process [GO:0042985]
Q9VV25	unreviewed	
Q9VZB4	unreviewed	
Q9VCT9	unreviewed	negative regulation of Notch signaling pathway [GO:0045746]; protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q9VNP5	reviewed	germ-line stem cell division [GO:0042078]; meiotic cell cycle [GO:0051321]; negative regulation of transposition, RNA-mediated [GO:0010526]
Q9W1W0	unreviewed	fatty acid transport [GO:0015908]; triglyceride homeostasis [GO:0070328]
Q9VDM3	unreviewed	malate transmembrane transport [GO:0071423]; oxaloacetate transport [GO:0015729]; phosphate ion transmembrane transport [GO:0035435]; succinate transmembrane transport [GO:0071422]; sulfate transport [GO:0008272]; thiosulfate transport [GO:0015709]
Q9W198	unreviewed	dosage compensation [GO:0007549]; larval lymph gland hemopoiesis [GO:0035167]
Q9VX94	unreviewed	nervous system development [GO:0007399]
Q9VDS3	unreviewed	cellular response to light stimulus [GO:0071482]; chaperone-mediated protein transport [GO:0072321]; phototransduction, visible light [GO:0007603]; positive regulation of protein targeting to membrane [GO:0090314]; protein localization to rhabdomere [GO:1990146]; retina homeostasis [GO:0001895]; rhodopsin biosynthetic process [GO:0016063]
Q9W2R2	unreviewed	fatty acid biosynthetic process [GO:0006633]
Q9W5Y0	reviewed	peptide hormone processing [GO:0016486]; proteolysis [GO:0006508]
Q9VCY2	unreviewed	
Q9VRW1	unreviewed	chorion-containing eggshell formation [GO:0007304]
Q9VFL5	reviewed	methionyl-tRNA aminoacylation [GO:0006431]
X2JFW7	unreviewed	
Q9VD22	unreviewed	tRNA methylation [GO:0030488]
Q9VYE0	unreviewed	regulation of transcription by RNA polymerase II [GO:0006357]; spermatogenesis [GO:0007283]
Q9VD44	reviewed	long-term memory [GO:0007616]; mRNA processing [GO:0006397]; RNA polyadenylation [GO:0043631]
Q9VFQ4	unreviewed	
Q9VMC6	unreviewed	hydroxylysine catabolic process [GO:0046948]; lysine catabolic process [GO:0006554]; tryptophan metabolic process [GO:0006568]
Q9VRL2	reviewed	ER to Golgi vesicle-mediated transport [GO:0006888]; Golgi to vacuole transport [GO:0006896]; intra-Golgi vesicle-mediated transport [GO:0006891]; lumen formation, open tracheal system [GO:0035149]; protein targeting to vacuole [GO:0006623]; retrograde transport, endosome to Golgi [GO:0042147]; vesicle fusion [GO:0006906]; vesicle fusion with Golgi apparatus [GO:0048280]; vesicle-mediated transport [GO:0016192]
Q9W4H4	unreviewed	acetyl-CoA biosynthetic process from pyruvate [GO:0006086]
Q9VD51	reviewed	cell proliferation [GO:0008283]
Q9VD58	unreviewed	ecdysone-mediated induction of salivary gland cell autophagic cell death [GO:0035072]; salivary gland cell autophagic cell death [GO:0035071]; tricarboxylic acid cycle [GO:0006099]
Q9VEZ6	unreviewed	multicellular organism reproduction [GO:0032504]
Q9VD89	unreviewed	
Q9VEM0	unreviewed	tRNA modification [GO:0006400]; tRNA wobble adenosine to inosine editing [GO:0002100]
Q9VDC0	unreviewed	
Q9VLR8	unreviewed	adult feeding behavior [GO:0008343]; behavioral response to nutrient [GO:0051780]
Q9VYH3	reviewed	
Q9VDC5	unreviewed	
Q9VYA6	unreviewed	negative regulation of Ras protein signal transduction [GO:0046580]; negative regulation of synaptic vesicle exocytosis [GO:2000301]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to salt stress [GO:0009651]
Q9W2X8	unreviewed	chromatin remodeling [GO:0006338]
Q9VDE6	reviewed	axon guidance [GO:0007411]; border follicle cell migration [GO:0007298]; chaeta development [GO:0022416]; endocytic recycling [GO:0032456]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; neurotransmitter secretion [GO:0007269]; phototaxis [GO:0042331]; protein localization to plasma membrane [GO:0072659]; protein transport [GO:0015031]; synaptic vesicle docking [GO:0016081]; synaptic vesicle targeting [GO:0016080]; vesicle-mediated transport [GO:0016192]; vesicle tethering involved in exocytosis [GO:0090522]
Q9VI69	unreviewed	
Q9VRB8	unreviewed	
Q9W161	unreviewed	
Q9VLS9	reviewed	
Q9W4X7	reviewed	formation of cytoplasmic translation initiation complex [GO:0001732]; mitotic cell cycle [GO:0000278]; translational initiation [GO:0006413]
Q9W1Q4	unreviewed	
Q9VDK7	unreviewed	dsRNA transport [GO:0033227]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]
Q9VT44	unreviewed	
Q9VDN4	unreviewed	negative regulation of transcription by RNA polymerase II [GO:0000122]
Q9VDP7	unreviewed	histone modification [GO:0016570]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; transcription elongation from RNA polymerase II promoter [GO:0006368]
Q9VQ73	unreviewed	histone modification [GO:0016570]; transcription elongation from RNA polymerase II promoter [GO:0006368]
Q9W545	unreviewed	
Q9VLV6	unreviewed	spliceosomal snRNP assembly [GO:0000387]
Q9VY21	unreviewed	protein polyubiquitination [GO:0000209]
Q9VDS6	reviewed	ribosomal large subunit biogenesis [GO:0042273]; ribosomal small subunit biogenesis [GO:0042274]; ribosome biogenesis [GO:0042254]; ventral cord development [GO:0007419]
Q9VVF3	reviewed	detection of chemical stimulus involved in sensory perception of smell [GO:0050911]; signal transduction [GO:0007165]
Q9W3E1	reviewed	snRNA 3'-end processing [GO:0034472]; snRNA processing [GO:0016180]
Q9VT59	unreviewed	
Q9VDW5	unreviewed	
Q9VDY6	unreviewed	
Q9VE00	reviewed	response to insecticide [GO:0017085]
Q9VE01	reviewed	
Q9VE12	unreviewed	wound healing [GO:0042060]
Q9VE17	reviewed	mRNA 5'-splice site recognition [GO:0000395]; mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; spliceosomal snRNP assembly [GO:0000387]
Q9VE39	unreviewed	chitin metabolic process [GO:0006030]
Q9VE56	unreviewed	chitin metabolic process [GO:0006030]
Q9VE63	unreviewed	negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q9VE80	unreviewed	
Q9VW76	unreviewed	
Q9VE92	unreviewed	
Q9VE97	unreviewed	microtubule anchoring [GO:0034453]
Q9VE98	unreviewed	
Q9VEA0	unreviewed	proteolysis [GO:0006508]
Q9VGS3	unreviewed	determination of adult lifespan [GO:0008340]; mitochondrial electron transport, succinate to ubiquinone [GO:0006121]; response to oxidative stress [GO:0006979]; tricarboxylic acid cycle [GO:0006099]
Q9VS89	unreviewed	axon target recognition [GO:0007412]
Q9VVL1	reviewed	detection of chemical stimulus involved in sensory perception [GO:0050907]; detection of chemical stimulus involved in sensory perception of smell [GO:0050911]; sensory perception of sound [GO:0007605]
Q9VEA4	unreviewed	7-methylguanosine cap hypermethylation [GO:0036261]; 7-methylguanosine RNA capping [GO:0009452]
Q9VEA7	unreviewed	
Q9VEC0	unreviewed	
Q9VZU2	reviewed	dorsal appendage formation [GO:0046843]; N-terminal peptidyl-L-cysteine N-palmitoylation [GO:0018009]; protein palmitoylation [GO:0018345]; segment polarity determination [GO:0007367]; smoothened signaling pathway [GO:0007224]
Q9VED1	unreviewed	
Q9VED7	unreviewed	
Q9VV40	unreviewed	
Q9VXL4	unreviewed	regulation of gene expression [GO:0010468]
Q9VTR3	unreviewed	chitin metabolic process [GO:0006030]
Q9VXM4	unreviewed	
Q9VEF6	unreviewed	establishment of endothelial barrier [GO:0061028]; establishment of glial blood-brain barrier [GO:0060857]; regulation of tube length, open tracheal system [GO:0035159]; septate junction assembly [GO:0019991]
Q9W1R1	unreviewed	cuticle pigmentation [GO:0048067]; melanin biosynthetic process [GO:0042438]
Q9VEH4	unreviewed	
Q9VJ10	unreviewed	mitochondrial respiratory chain complex I assembly [GO:0032981]
Q9VEJ2	reviewed	ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]
Q9VEK4	unreviewed	protein catabolic process [GO:0030163]; proteolysis [GO:0006508]
Q9VEM6	unreviewed	proteolysis [GO:0006508]
Q9VEM7	unreviewed	proteolysis [GO:0006508]
Q9VP19	unreviewed	
Q9VSL2	unreviewed	glutathione metabolic process [GO:0006749]; oxidation-reduction process [GO:0055114]
Q9VEN2	unreviewed	female meiosis chromosome segregation [GO:0016321]; mitotic cell cycle [GO:0000278]; positive regulation of CENP-A containing nucleosome assembly [GO:1903099]; protein localization to chromosome, centromeric region [GO:0071459]; protein localization to kinetochore [GO:0034501]; regulation of kinetochore assembly [GO:0090234]
Q9VEN9	unreviewed	cytoplasmic mRNA processing body assembly [GO:0033962]; deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; negative regulation of synaptic growth at neuromuscular junction [GO:0045886]
Q9VEP1	reviewed	cytoplasmic translation [GO:0002181]; tRNA methylation [GO:0030488]; tRNA nucleoside ribose methylation [GO:0002128]
Q9VMQ5	reviewed	ubiquinone biosynthetic process [GO:0006744]
Q9VER8	unreviewed	
Q9VIZ3	unreviewed	mRNA splicing, via spliceosome [GO:0000398]
Q9VES6	unreviewed	lipid metabolic process [GO:0006629]; long-chain fatty-acyl-CoA metabolic process [GO:0035336]; wax biosynthetic process [GO:0010025]
Q9VEU2	unreviewed	defense response to bacterium [GO:0042742]; endoplasmic reticulum unfolded protein response [GO:0030968]; ubiquitin-dependent ERAD pathway [GO:0030433]
Q9VEV2	unreviewed	methionine biosynthetic process [GO:0009086]
Q9VTL9	unreviewed	determination of adult lifespan [GO:0008340]
Q9VEV3	unreviewed	protein targeting to mitochondrion [GO:0006626]; protein transmembrane transport [GO:0071806]
Q9VJ44	unreviewed	positive regulation of intracellular cholesterol transport [GO:0032385]
Q9VEX5	reviewed	cell division [GO:0051301]; centrosome localization [GO:0051642]; dorsal appendage formation [GO:0046843]; flagellated sperm motility [GO:0030317]; meiotic cell cycle [GO:0051321]; oocyte nucleus localization involved in oocyte dorsal/ventral axis specification [GO:0051663]; posterior mRNA localization involved in anterior/posterior axis specification [GO:0060814]; regulation of fertilization [GO:0080154]; regulation of mitotic cell cycle [GO:0007346]; snRNA 3'-end processing [GO:0034472]; spermatogenesis [GO:0007283]
Q9VGT9	unreviewed	mitochondrial electron transport, succinate to ubiquinone [GO:0006121]; response to oxidative stress [GO:0006979]; tricarboxylic acid cycle [GO:0006099]
Q9VM74	unreviewed	renal sodium ion transport [GO:0003096]
Q9VPP0	unreviewed	nucleoside transmembrane transport [GO:1901642]; nucleoside transport [GO:0015858]
Q9VIU2	unreviewed	
Q9VJ73	unreviewed	chromatin remodeling [GO:0006338]; histone acetylation [GO:0016573]; histone H2A acetylation [GO:0043968]; histone H4 acetylation [GO:0043967]; intestinal stem cell homeostasis [GO:0036335]; positive regulation of histone H4-K16 acetylation [GO:2000620]
Q9VM54	unreviewed	Golgi organization [GO:0007030]; Golgi vesicle prefusion complex stabilization [GO:0048213]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]
Q9W3M1	unreviewed	
Q9VF25	unreviewed	protein-DNA complex assembly [GO:0065004]; snRNA transcription by RNA polymerase II [GO:0042795]; snRNA transcription by RNA polymerase III [GO:0042796]; transcription by RNA polymerase III [GO:0006383]
Q9VG94	reviewed	glutathione metabolic process [GO:0006749]; response to toxic substance [GO:0009636]
Q9VF30	reviewed	cell division [GO:0051301]; DNA replication initiation [GO:0006270]; reciprocal meiotic recombination [GO:0007131]
Q9VI08	unreviewed	defense response to Gram-negative bacterium [GO:0050829]; regulation of antimicrobial humoral response [GO:0002759]; response to bacterium [GO:0009617]
Q9VF44	unreviewed	protein import into mitochondrial matrix [GO:0030150]
Q9VMH0	reviewed	regulation of smoothened signaling pathway [GO:0008589]; sperm axoneme assembly [GO:0007288]
Q9VZX6	unreviewed	mitochondrial translation [GO:0032543]; translation [GO:0006412]
Q9W0Y6	reviewed	behavioral response to pain [GO:0048266]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; copulation [GO:0007620]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; detection of temperature stimulus involved in thermoception [GO:0050960]; feeding behavior [GO:0007631]; larval turning behavior [GO:0035179]; male courtship behavior [GO:0008049]; mechanosensory behavior [GO:0007638]; negative gravitaxis [GO:0048060]; olfactory behavior [GO:0042048]; regulation of female receptivity [GO:0045924]; regulation of heart contraction [GO:0008016]; response to heat [GO:0009408]; response to mechanical stimulus [GO:0009612]; sensory perception of pain [GO:0019233]
Q9W4C1	unreviewed	
Q9W590	reviewed	multicellular organism development [GO:0007275]; nuclear export [GO:0051168]; regulation of growth [GO:0040008]; regulation of insulin receptor signaling pathway [GO:0046626]; ribosomal subunit export from nucleus [GO:0000054]
Q9VWZ2	unreviewed	
Q9VF78	reviewed	dsRNA transport [GO:0033227]; Golgi organization [GO:0007030]; intra-Golgi vesicle-mediated transport [GO:0006891]
Q9VM20	unreviewed	signal transduction [GO:0007165]
Q9VF86	unreviewed	carbohydrate phosphorylation [GO:0046835]
Q9VTX2	unreviewed	compound eye photoreceptor development [GO:0042051]; eclosion [GO:0007562]; negative regulation of gene expression [GO:0010629]
Q9VF94	unreviewed	
Q9VFB6	unreviewed	activation of GTPase activity [GO:0090630]; intracellular protein transport [GO:0006886]; positive regulation of GTPase activity [GO:0043547]
Q9VFC9	unreviewed	mesoderm development [GO:0007498]
Q9VFD5	reviewed	regulation of ubiquitin-protein transferase activity [GO:0051438]
Q9VFE9	unreviewed	peptidyl-diphthamide biosynthetic process from peptidyl-histidine [GO:0017183]
Q9VFG2	unreviewed	
Q9W1H3	unreviewed	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of translation [GO:0045727]
Q9VFJ2	reviewed	gene silencing by RNA [GO:0031047]; mitochondrial translation [GO:0032543]; regulation of translation [GO:0006417]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]
Q9VFJ3	reviewed	apoptotic process [GO:0006915]; ectopic germ cell programmed cell death [GO:0035234]; mitochondrion organization [GO:0007005]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cysteine-type endopeptidase activity [GO:2001056]; regulation of apoptotic process [GO:0042981]; spermatogenesis [GO:0007283]
Q9VWI2	unreviewed	N-terminal peptidyl-methionine acetylation [GO:0017196]
Q9VKV1	unreviewed	mannose metabolic process [GO:0006013]; protein deglycosylation [GO:0006517]
Q9VYT4	unreviewed	adult chitin-containing cuticle pigmentation [GO:0048085]; cellular copper ion homeostasis [GO:0006878]; copper ion export [GO:0060003]; copper ion homeostasis [GO:0055070]; developmental pigmentation [GO:0048066]; larval development [GO:0002164]; metal ion homeostasis [GO:0055065]
Q9W436	reviewed	proteolysis [GO:0006508]
Q9VFP7	unreviewed	
Q9VQX9	unreviewed	histone arginine methylation [GO:0034969]; peptidyl-arginine methylation [GO:0018216]; peptidyl-arginine methylation, to asymmetrical-dimethyl arginine [GO:0019919]; regulation of transcription, DNA-templated [GO:0006355]
Q9W1H4	reviewed	cell division [GO:0051301]; DNA biosynthetic process [GO:0071897]; DNA ligation involved in DNA repair [GO:0051103]; DNA recombination [GO:0006310]; lagging strand elongation [GO:0006273]; Okazaki fragment processing involved in mitotic DNA replication [GO:1903461]
Q9VGA4	unreviewed	positive regulation of transcription by RNA polymerase II [GO:0045944]
Q9VFS6	reviewed	snRNA 3'-end processing [GO:0034472]
Q9VXB8	unreviewed	
Q9VFS9	unreviewed	potassium ion transmembrane transport [GO:0071805]
Q9VIM0	unreviewed	proteolysis [GO:0006508]
Q9VYI1	unreviewed	vesicle-mediated transport [GO:0016192]
Q9VHT1	unreviewed	
Q9W3J8	reviewed	axonemal dynein complex assembly [GO:0070286]; cilium-dependent cell motility [GO:0060285]; regulation of cilium movement [GO:0003352]
Q9VZE4	unreviewed	
Q9VFW6	unreviewed	G protein-coupled receptor signaling pathway [GO:0007186]; neuropeptide signaling pathway [GO:0007218]
Q9VYG3	unreviewed	apoptotic process [GO:0006915]
Q9VFW9	unreviewed	angiotensin maturation [GO:0002003]; peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]
Q9VFX0	unreviewed	angiotensin maturation [GO:0002003]; dsRNA transport [GO:0033227]; peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]
Q9VJU2	unreviewed	phagocytosis [GO:0006909]
Q9VHR5	unreviewed	mRNA splicing, via spliceosome [GO:0000398]
Q9VH70	reviewed	cell differentiation [GO:0030154]; male meiotic nuclear division [GO:0007140]; multicellular organism development [GO:0007275]; positive regulation of transcription involved in meiotic cell cycle [GO:0051039]; spermatogenesis [GO:0007283]
T2FFH5	unreviewed	
Q9VHF6	unreviewed	autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; positive regulation of autophagosome assembly [GO:2000786]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of autophagy [GO:0010506]
Q9W0V0	unreviewed	
Q9Y134	unreviewed	defense response to virus [GO:0051607]; maturation of 5.8S rRNA [GO:0000460]; mRNA splicing, via spliceosome [GO:0000398]; RNA catabolic process [GO:0006401]
Q9VG17	reviewed	
Q9VG30	unreviewed	
Q9VG46	unreviewed	cellular lipid metabolic process [GO:0044255]; lipid catabolic process [GO:0016042]
Q9VUL9	reviewed	fucosylation [GO:0036065]; nervous system development [GO:0007399]; N-glycan fucosylation [GO:0036071]; protein glycosylation [GO:0006486]
Q9VG65	unreviewed	
Q9VG70	unreviewed	positive regulation of MyD88-dependent toll-like receptor signaling pathway [GO:0034126]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; protein sumoylation [GO:0016925]; regulation of mitotic cell cycle [GO:0007346]
Q9VJZ2	unreviewed	phospholipid transport [GO:0015914]
Q9VP96	unreviewed	
Q9VTY2	unreviewed	
Q9W2I2	unreviewed	tRNA-guanine transglycosylation [GO:0101030]
Q9VGA0	unreviewed	glutathione metabolic process [GO:0006749]
Q9VRV7	reviewed	mRNA splicing, via spliceosome [GO:0000398]
Q9VXH4	unreviewed	
Q9VGB1	unreviewed	innate immune response [GO:0045087]
Q9VL89	unreviewed	protein initiator methionine removal [GO:0070084]
Q9VGB2	unreviewed	glycerophospholipid catabolic process [GO:0046475]
Q9VGB8	unreviewed	proteolysis [GO:0006508]
Q9VYV5	reviewed	GDP-L-fucose metabolic process [GO:0046368]; N-glycan fucosylation [GO:0036071]; protein glycosylation in Golgi [GO:0033578]; protein N-linked glycosylation [GO:0006487]; protein N-linked glycosylation via asparagine [GO:0018279]
Q9VGC5	unreviewed	fatty acid biosynthetic process [GO:0006633]
Q9VJM2	unreviewed	
Q9VGD1	unreviewed	
Q9VGD8	unreviewed	
Q9VGD9	unreviewed	
Q9VNT5	reviewed	cell redox homeostasis [GO:0045454]
Q9VGE7	unreviewed	carbohydrate metabolic process [GO:0005975]
