Entry	Status	Gene ontology (molecular function)
Q8CCE9	reviewed	cAMP response element binding [GO:0035497]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transferase activity [GO:0016740]
Q9D2H6	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; histone deacetylase binding [GO:0042826]; metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
Q9WTP9	reviewed	chromatin DNA binding [GO:0031490]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding [GO:0001162]
P60122	reviewed	ADP binding [GO:0043531]; ATPase activity [GO:0016887]; ATPase binding [GO:0051117]; ATP binding [GO:0005524]; ATP-dependent 3'-5' DNA helicase activity [GO:0043140]; ATP-dependent 5'-3' DNA helicase activity [GO:0043141]; ATP-dependent DNA helicase activity [GO:0004003]; DNA helicase activity [GO:0003678]; TBP-class protein binding [GO:0017025]; TFIID-class transcription factor complex binding [GO:0001094]; transcription coactivator activity [GO:0003713]
Q9WTM5	reviewed	ADP binding [GO:0043531]; ATPase binding [GO:0051117]; ATP binding [GO:0005524]; ATP-dependent 5'-3' DNA helicase activity [GO:0043141]; ATP-dependent DNA helicase activity [GO:0004003]; beta-catenin binding [GO:0008013]; chromatin DNA binding [GO:0031490]; DNA helicase activity [GO:0003678]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; TBP-class protein binding [GO:0017025]; TFIID-class transcription factor complex binding [GO:0001094]; transcription corepressor activity [GO:0003714]
P62880	reviewed	calcium channel regulator activity [GO:0005246]; GTPase activity [GO:0003924]; GTPase binding [GO:0051020]; protein-containing complex binding [GO:0044877]
Q9DCP6	unreviewed	
Q9JLT4	reviewed	electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; protein homodimerization activity [GO:0042803]; thioredoxin-disulfide reductase activity [GO:0004791]
Q99JX1	reviewed	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; protein N-terminus binding [GO:0047485]; thyroid hormone receptor binding [GO:0046966]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]; vitamin D receptor binding [GO:0042809]
Q8VHS6	reviewed	
Q923B3	reviewed	chromatin binding [GO:0003682]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; neurotrophin p75 receptor binding [GO:0005166]; sequence-specific DNA binding [GO:0043565]
Q9CTY1	unreviewed	
Q9CWU2	reviewed	magnesium ion transmembrane transporter activity [GO:0015095]; palmitoyltransferase activity [GO:0016409]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]
Q9WTN3	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; enzyme activator activity [GO:0008047]; nuclear receptor activity [GO:0004879]; protein-containing complex binding [GO:0044877]; protein dimerization activity [GO:0046983]; protein kinase binding [GO:0019901]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; sterol response element binding [GO:0032810]; transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000982]; transcription regulatory region DNA binding [GO:0044212]
Q9WV72	reviewed	
P62322	reviewed	protein heterodimerization activity [GO:0046982]; RNA binding [GO:0003723]
Q9CQQ8	reviewed	protein heterodimerization activity [GO:0046982]; RNA binding [GO:0003723]
P62325	reviewed	enzyme binding [GO:0019899]
Q60809	reviewed	3'-5'-exoribonuclease activity [GO:0000175]; exoribonuclease activity [GO:0004532]; metal ion binding [GO:0046872]; poly(A)-specific ribonuclease activity [GO:0004535]; RNA binding [GO:0003723]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]
P62340	reviewed	DNA-binding transcription factor activity [GO:0003700]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; RNA polymerase III regulatory region DNA binding [GO:0001016]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; transcription factor binding [GO:0008134]
P62509	reviewed	calmodulin binding [GO:0005516]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; nuclear receptor activity [GO:0004879]; retinoic acid receptor activity [GO:0003708]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; steroid binding [GO:0005496]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]
Q8BW74	reviewed	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
Q61412	reviewed	sequence-specific DNA binding [GO:0043565]
Q9WUF3	reviewed	cysteine-type endopeptidase activator activity involved in apoptotic process [GO:0008656]; identical protein binding [GO:0042802]; protease binding [GO:0002020]; SUMO polymer binding [GO:0032184]; transcription corepressor activity [GO:0003714]
P70210	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II transcription factor binding [GO:0001085]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region DNA binding [GO:0044212]
Q8CDC7	reviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
P70281	reviewed	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]
Q62029	unreviewed	mRNA 3'-UTR binding [GO:0003730]; poly(A) binding [GO:0008143]; poly(U) RNA binding [GO:0008266]; RNA binding [GO:0003723]
P70318	reviewed	AU-rich element binding [GO:0017091]; DNA binding [GO:0003677]
P70340	reviewed	co-SMAD binding [GO:0070410]; DEAD/H-box RNA helicase binding [GO:0017151]; DNA-binding transcription factor activity [GO:0003700]; identical protein binding [GO:0042802]; I-SMAD binding [GO:0070411]; metal ion binding [GO:0046872]; primary miRNA binding [GO:0070878]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
Q9R0G7	reviewed	distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001205]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; R-SMAD binding [GO:0070412]; sequence-specific DNA binding [GO:0043565]
P70436	reviewed	proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
Q8K439	unreviewed	DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; sequence-specific DNA binding [GO:0043565]
P70660	reviewed	chromatin binding [GO:0003682]; E-box binding [GO:0070888]; protein homodimerization activity [GO:0042803]; sequence-specific double-stranded DNA binding [GO:1990837]
Q01822	reviewed	sequence-specific DNA binding [GO:0043565]
Q8K5B9	unreviewed	sequence-specific DNA binding [GO:0043565]
Q91YQ3	reviewed	DNA binding [GO:0003677]; mRNA 3'-UTR binding [GO:0003730]; RNA binding [GO:0003723]; transcription factor binding [GO:0008134]
Q921F2	reviewed	distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001205]; double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; mRNA 3'-UTR binding [GO:0003730]; RNA binding [GO:0003723]; sequence-specific double-stranded DNA binding [GO:1990837]; single-stranded RNA binding [GO:0003727]
Q9JL60	reviewed	DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; transcription coactivator activity [GO:0003713]
Q9WUL8	reviewed	transcription coactivator activity [GO:0003713]
P84244	reviewed	nucleosomal DNA binding [GO:0031492]; protein heterodimerization activity [GO:0046982]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]
Q62280	reviewed	nuclear receptor transcription coactivator activity [GO:0030374]
P97302	reviewed	distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001205]; distal enhancer DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001206]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]
P97305	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; proximal promoter sequence-specific DNA binding [GO:0000987]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]
Q8K120	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; peroxisome proliferator activated receptor binding [GO:0042975]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; transcription factor binding [GO:0008134]
P97346	reviewed	protein-disulfide reductase activity [GO:0047134]; thioredoxin-disulfide reductase activity [GO:0004791]
Q9DA19	reviewed	histone deacetylase binding [GO:0042826]; protein-containing complex binding [GO:0044877]; protein kinase binding [GO:0019901]; transcription corepressor activity [GO:0003714]
P97368	reviewed	chromatin binding [GO:0003682]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; sequence-specific DNA binding [GO:0043565]
P97454	reviewed	DEAD/H-box RNA helicase binding [GO:0017151]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; ubiquitin protein ligase binding [GO:0031625]
P97474	reviewed	chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; identical protein binding [GO:0042802]; phosphoprotein binding [GO:0051219]; protein homodimerization activity [GO:0042803]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II activating transcription factor binding [GO:0001102]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription factor binding [GO:0001085]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]; transcription regulatory region sequence-specific DNA binding [GO:0000976]
Q8CHK4	reviewed	chromatin binding [GO:0003682]; H4 histone acetyltransferase activity [GO:0010485]; histone acetyltransferase activity [GO:0004402]; histone binding [GO:0042393]; metal ion binding [GO:0046872]; phospholipase binding [GO:0043274]; protein-containing complex binding [GO:0044877]; repressing transcription factor binding [GO:0070491]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]
Q62231	reviewed	chromatin binding [GO:0003682]; distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001205]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription coactivator binding [GO:0001223]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]
Q9WTL8	reviewed	aryl hydrocarbon receptor binding [GO:0017162]; bHLH transcription factor binding [GO:0043425]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; E-box binding [GO:0070888]; Hsp90 protein binding [GO:0051879]; protein heterodimerization activity [GO:0046982]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; repressing transcription factor binding [GO:0070491]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]; transcription regulatory region sequence-specific DNA binding [GO:0000976]
P97489	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; enhancer sequence-specific DNA binding [GO:0001158]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]; transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000982]; transcription regulatory region DNA binding [GO:0044212]; zinc ion binding [GO:0008270]
Q9DBS8	reviewed	
P97769	reviewed	chromatin binding [GO:0003682]; co-SMAD binding [GO:0070410]; DNA-binding transcription factor activity [GO:0003700]; LBD domain binding [GO:0050693]; protein C-terminus binding [GO:0008022]; protein homodimerization activity [GO:0042803]; transcription coactivator activity [GO:0003713]; transcription regulatory region DNA binding [GO:0044212]
P97784	reviewed	double-stranded DNA binding [GO:0003690]; E-box binding [GO:0070888]; histone deacetylase binding [GO:0042826]; kinase binding [GO:0019900]; nuclear hormone receptor binding [GO:0035257]; nucleotide binding [GO:0000166]; phosphatase binding [GO:0019902]; photoreceptor activity [GO:0009881]; protein kinase binding [GO:0019901]; transcription factor binding [GO:0008134]
Q9R1X4	reviewed	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]
Q9CQG4	unreviewed	
Q60925	reviewed	proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q08297	reviewed	ATP binding [GO:0005524]; chromatin binding [GO:0003682]; DNA-dependent ATPase activity [GO:0008094]; DNA polymerase binding [GO:0070182]; double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; protein C-terminus binding [GO:0008022]; recombinase activity [GO:0000150]; single-stranded DNA binding [GO:0003697]; single-stranded DNA-dependent ATPase activity [GO:0043142]
P98192	reviewed	catalytic activity [GO:0003824]; glycerone-phosphate O-acyltransferase activity [GO:0016287]; palmitoyl-CoA hydrolase activity [GO:0016290]; signaling receptor binding [GO:0005102]
Q3THK3	reviewed	DNA binding [GO:0003677]; phosphatase activator activity [GO:0019211]; promoter-specific chromatin binding [GO:1990841]; protein domain specific binding [GO:0019904]; protein phosphatase binding [GO:0019903]; transcription factor binding [GO:0008134]
Q6GTH9	unreviewed	protein dimerization activity [GO:0046983]
Q02085	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; E-box binding [GO:0070888]; kinase binding [GO:0019900]; metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
Q02248	reviewed	alpha-catenin binding [GO:0045294]; cadherin binding [GO:0045296]; chromatin binding [GO:0003682]; disordered domain specific binding [GO:0097718]; DNA-binding transcription factor activity [GO:0003700]; enzyme binding [GO:0019899]; estrogen receptor binding [GO:0030331]; histone methyltransferase binding [GO:1990226]; ion channel binding [GO:0044325]; ionotropic glutamate receptor binding [GO:0035255]; I-SMAD binding [GO:0070411]; kinase binding [GO:0019900]; nitric-oxide synthase binding [GO:0050998]; nuclear hormone receptor binding [GO:0035257]; protein-containing complex binding [GO:0044877]; protein C-terminus binding [GO:0008022]; protein heterodimerization activity [GO:0046982]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; repressing transcription factor binding [GO:0070491]; RNA polymerase II activating transcription factor binding [GO:0001102]; RNA polymerase II transcription factor binding [GO:0001085]; SMAD binding [GO:0046332]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]
Q61315	reviewed	beta-catenin binding [GO:0008013]; dynein complex binding [GO:0070840]; gamma-catenin binding [GO:0045295]; identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]; protease binding [GO:0002020]; protein-containing complex binding [GO:0044877]; protein kinase binding [GO:0019901]; protein kinase regulator activity [GO:0019887]; ubiquitin protein ligase binding [GO:0031625]
Q02395	reviewed	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
Q02591	reviewed	proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II repressing transcription factor binding [GO:0001103]; RNA polymerase II transcription factor binding [GO:0001085]
Q03358	reviewed	DNA binding [GO:0003677]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; transcription coregulator activity [GO:0003712]; transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000982]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
Q62504	reviewed	DNA-binding transcription factor activity [GO:0003700]; RNA binding [GO:0003723]; RNA polymerase II transcription factor binding [GO:0001085]; single-stranded DNA binding [GO:0003697]; transcription corepressor activity [GO:0003714]
Q8BXP5	reviewed	
Q8R5C8	reviewed	double-stranded DNA binding [GO:0003690]; histone binding [GO:0042393]; methylated histone binding [GO:0035064]; transcription corepressor activity [GO:0003714]; zinc ion binding [GO:0008270]
Q9CWW7	reviewed	histone methyltransferase activity (H3-K4 specific) [GO:0042800]; proximal promoter sequence-specific DNA binding [GO:0000987]; unmethylated CpG binding [GO:0045322]; zinc ion binding [GO:0008270]
Q9D504	reviewed	
Q04211	reviewed	proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]
Q91VY5	reviewed	chromatin binding [GO:0003682]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; histone demethylase activity [GO:0032452]; histone demethylase activity (H3-K36 specific) [GO:0051864]; histone demethylase activity (H3-K9 specific) [GO:0032454]; metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]
Q9WTP3	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]
Q8VCD5	reviewed	signaling receptor activity [GO:0038023]; thyroid hormone receptor binding [GO:0046966]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; ubiquitin protein ligase activity [GO:0061630]
Q9ER75	reviewed	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; sequence-specific DNA binding [GO:0043565]
Q07174	reviewed	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; MAP kinase kinase kinase activity [GO:0004709]; protein serine/threonine kinase activity [GO:0004674]
Q8CDD8	reviewed	
Q07230	reviewed	DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; sequence-specific DNA binding [GO:0043565]
Q6PD29	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; transcription regulatory region DNA binding [GO:0044212]
Q8VE28	reviewed	ATPase binding [GO:0051117]; calcium ion binding [GO:0005509]; growth factor binding [GO:0019838]; myosin heavy chain binding [GO:0032036]; ubiquitin protein ligase binding [GO:0031625]
Q07231	reviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
Q60953	reviewed	cobalt ion binding [GO:0050897]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; SMAD binding [GO:0046332]; SUMO binding [GO:0032183]; SUMO transferase activity [GO:0019789]; transcription coactivator activity [GO:0003713]; ubiquitin protein ligase binding [GO:0031625]; zinc ion binding [GO:0008270]
Q07243	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; histone acetyltransferase binding [GO:0035035]; metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; proximal promoter sequence-specific DNA binding [GO:0000987]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q9QZB6	reviewed	cAMP response element binding [GO:0035497]; DNA binding [GO:0003677]; glucocorticoid receptor binding [GO:0035259]; histone acetyltransferase binding [GO:0035035]; nuclear receptor activity [GO:0004879]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; transcription coactivator binding [GO:0001223]; zinc ion binding [GO:0008270]
Q61103	reviewed	histone acetyltransferase activity [GO:0004402]; histone binding [GO:0042393]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]
Q62240	reviewed	androgen receptor binding [GO:0050681]; chromatin binding [GO:0003682]; dioxygenase activity [GO:0051213]; DNA binding [GO:0003677]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; histone demethylase activity [GO:0032452]; histone demethylase activity (H3-K4 specific) [GO:0032453]; histone demethylase activity (H3-trimethyl-K4 specific) [GO:0034647]; metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]
Q7TPV4	reviewed	E-box binding [GO:0070888]; sequence-specific DNA binding [GO:0043565]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]; zinc ion binding [GO:0008270]
Q8BLR9	reviewed	ankyrin repeat binding [GO:0071532]; carboxylic acid binding [GO:0031406]; cofactor binding [GO:0048037]; hypoxia-inducible factor-asparagine oxygenase activity [GO:0102113]; iron ion binding [GO:0005506]; NF-kappaB binding [GO:0051059]; Notch binding [GO:0005112]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors [GO:0016706]; peptidyl-asparagine 3-dioxygenase activity [GO:0036140]; peptidyl-histidine dioxygenase activity [GO:0036139]; protein homodimerization activity [GO:0042803]; zinc ion binding [GO:0008270]
Q8CFI7	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; metal ion binding [GO:0046872]; ribonucleoside binding [GO:0032549]
Q8VE42	reviewed	
Q8VHI4	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
Q91X20	reviewed	beta-catenin binding [GO:0008013]; euchromatin binding [GO:1990188]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; metal ion binding [GO:0046872]; transcription regulatory region DNA binding [GO:0044212]
Q922V4	reviewed	
Q6IQX8	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
Q99MY8	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; histone methyltransferase activity (H3-K36 specific) [GO:0046975]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; metal ion binding [GO:0046872]
Q9CQ39	reviewed	transcription coactivator activity [GO:0003713]; ubiquitin protein ligase activity [GO:0061630]
Q9D7M8	reviewed	DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; nucleotide binding [GO:0000166]; translation initiation factor binding [GO:0031369]
Q9JIB4	reviewed	nucleic acid binding [GO:0003676]; protein N-terminus binding [GO:0047485]; zinc ion binding [GO:0008270]
Q07802	reviewed	C2H2 zinc finger domain binding [GO:0070742]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; protein dimerization activity [GO:0046983]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
Q8BJI4	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
Q08024	reviewed	DNA binding [GO:0003677]; transcription coactivator activity [GO:0003713]
Q8K396	reviewed	double-stranded DNA binding [GO:0003690]
Q08369	reviewed	activating transcription factor binding [GO:0033613]; chromatin binding [GO:0003682]; co-SMAD binding [GO:0070410]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; enhancer sequence-specific DNA binding [GO:0001158]; NFAT protein binding [GO:0051525]; protein kinase binding [GO:0019901]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription factor binding [GO:0001085]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]; zinc ion binding [GO:0008270]
Q8BX22	reviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; transcription factor binding [GO:0008134]
Q64700	reviewed	promoter-specific chromatin binding [GO:1990841]; RNA polymerase II activating transcription factor binding [GO:0001102]; RNA polymerase II regulatory region DNA binding [GO:0001012]
Q1H9T6	reviewed	double-stranded telomeric DNA binding [GO:0003691]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; transcription regulatory region DNA binding [GO:0044212]
