Entry	Status	Gene ontology (molecular function)
P36008	reviewed	guanyl-nucleotide exchange factor activity [GO:0005085]; translation elongation factor activity [GO:0003746]
P36009	reviewed	ATP binding [GO:0005524]; ATP-dependent 3'-5' RNA helicase activity [GO:0034459]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
P36010	reviewed	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleoside diphosphate kinase activity [GO:0004550]
Q04304	reviewed	
P36014	reviewed	glutathione peroxidase activity [GO:0004602]; peroxiredoxin activity [GO:0051920]; phospholipid-hydroperoxide glutathione peroxidase activity [GO:0047066]
P53135	reviewed	chromatin binding [GO:0003682]
Q05040	reviewed	
P53965	reviewed	protein tyrosine phosphatase activity [GO:0004725]
P43583	reviewed	lysine-acetylated histone binding [GO:0070577]; peptidase activator activity [GO:0016504]; proteasome binding [GO:0070628]
Q06683	reviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]; double-stranded DNA-dependent ATPase activity [GO:0033676]; helicase activity [GO:0004386]
Q01896	reviewed	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism [GO:0015662]; ATP binding [GO:0005524]; potassium-transporting ATPase activity [GO:0008556]; proton-exporting ATPase activity, phosphorylative mechanism [GO:0008553]; sodium-exporting ATPase activity, phosphorylative mechanism [GO:0008554]
Q03516	reviewed	calcium activated cation channel activity [GO:0005227]
Q03455	reviewed	zinc ion transmembrane transporter activity [GO:0005385]
Q12283	reviewed	[acyl-carrier-protein] S-malonyltransferase activity [GO:0004314]
P48813	reviewed	amino acid transmembrane transporter activity [GO:0015171]; L-proline transmembrane transporter activity [GO:0015193]
P36034	reviewed	
P36035	reviewed	carboxylic acid transmembrane transporter activity [GO:0046943]; secondary active monocarboxylate transmembrane transporter activity [GO:0015355]; selenite:proton symporter activity [GO:0097079]; sialic acid transmembrane transporter activity [GO:0015136]
P40445	reviewed	sulfate transmembrane transporter activity [GO:0015116]; sulfur compound transmembrane transporter activity [GO:1901682]
Q12008	reviewed	intramolecular transferase activity, phosphotransferases [GO:0016868]
P36037	reviewed	protein-containing complex binding [GO:0044877]; ubiquitin binding [GO:0043130]; ubiquitin-dependent protein binding [GO:0140036]
P36046	reviewed	2 iron, 2 sulfur cluster binding [GO:0051537]; oxidoreductase activity [GO:0016491]; protein disulfide isomerase activity [GO:0003756]; protein disulfide oxidoreductase activity [GO:0015035]; thiol oxidase activity [GO:0016972]
P43570	reviewed	GTPase activator activity [GO:0005096]; Rab GTPase binding [GO:0017137]
P43587	reviewed	protein phosphatase 1 binding [GO:0008157]; protein phosphatase activator activity [GO:0072542]; protein serine/threonine phosphatase inhibitor activity [GO:0004865]
P38202	reviewed	
Q08746	reviewed	
Q12176	reviewed	
P36051	reviewed	mannose-ethanolamine phosphotransferase activity [GO:0051377]; sulfuric ester hydrolase activity [GO:0008484]
P38333	reviewed	snoRNA binding [GO:0030515]
P36059	reviewed	ADP-dependent NAD(P)H-hydrate dehydratase activity [GO:0052855]; ATP binding [GO:0005524]; ATP-dependent NAD(P)H-hydrate dehydratase activity [GO:0047453]
P40367	reviewed	CP2 mannose-ethanolamine phosphotransferase activity [GO:0051267]; mannose-ethanolamine phosphotransferase activity [GO:0051377]; transferase activity [GO:0016740]
Q06551	reviewed	palmitoyltransferase activity [GO:0016409]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]
P36064	reviewed	copper ion binding [GO:0005507]
P49090	reviewed	asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066]; ATP binding [GO:0005524]; protein homodimerization activity [GO:0042803]
Q04712	reviewed	RNA polymerase I CORE element sequence-specific DNA binding [GO:0001164]; TBP-class protein binding [GO:0017025]
P36066	reviewed	misfolded protein binding [GO:0051787]
P53242	reviewed	
Q04511	reviewed	protein binding, bridging [GO:0030674]
Q07987	reviewed	structural constituent of cell wall [GO:0005199]
P36069	reviewed	isomerase activity [GO:0016853]
P36074	reviewed	
Q02457	reviewed	chromatin insulator sequence binding [GO:0043035]; double-stranded telomeric DNA binding [GO:0003691]; protein homodimerization activity [GO:0042803]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; telomeric DNA binding [GO:0042162]; transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000982]
P53909	reviewed	adenine deaminase activity [GO:0000034]; zinc ion binding [GO:0008270]
P36080	reviewed	DNA binding [GO:0003677]; RNA binding [GO:0003723]
P41698	reviewed	
P36082	reviewed	
P38719	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; RNA binding [GO:0003723]
Q02521	reviewed	ATPase activator activity [GO:0001671]; nucleic acid binding [GO:0003676]
P39682	reviewed	
Q06488	reviewed	chromatin binding [GO:0003682]
P36087	reviewed	cofactor binding [GO:0048037]
P36090	reviewed	
Q03029	reviewed	
P36091	reviewed	mannan endo-1,6-alpha-mannosidase activity [GO:0008496]
P36092	reviewed	
P36095	reviewed	identical protein binding [GO:0042802]
P36096	reviewed	ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
P36097	reviewed	
P47168	reviewed	
P36145	reviewed	DNA binding [GO:0003677]
P38306	reviewed	
P38331	reviewed	5'-deoxynucleotidase activity [GO:0002953]; GMP 5'-nucleotidase activity [GO:0050484]
P38341	reviewed	
P39973	reviewed	
P39977	reviewed	
P39983	reviewed	
P40030	reviewed	protein binding, bridging [GO:0030674]
P40057	reviewed	
P40060	reviewed	
P40063	reviewed	
P53058	reviewed	
P87280	reviewed	
Q12307	reviewed	
P36112	reviewed	
P41057	reviewed	structural constituent of ribosome [GO:0003735]; zinc ion binding [GO:0008270]
P36113	reviewed	metal ion binding [GO:0046872]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]
P38806	reviewed	metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]
P36117	reviewed	ubiquitin protein ligase binding [GO:0031625]
Q08649	reviewed	H4 histone acetyltransferase activity [GO:0010485]; histone acetyltransferase activity [GO:0004402]; histone binding [GO:0042393]; peptide N-acetyltransferase activity [GO:0034212]
P47102	reviewed	ARF guanyl-nucleotide exchange factor activity [GO:0005086]
P53327	reviewed	ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]
P36120	reviewed	ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; RNA binding [GO:0003723]
P36122	reviewed	
P36124	reviewed	metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]
P38884	reviewed	intramolecular lyase activity [GO:0016872]
P39678	reviewed	DNA binding [GO:0003677]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]
P40562	reviewed	3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; DNA/RNA helicase activity [GO:0033677]; flap-structured DNA binding [GO:0070336]
P36127	reviewed	
P36129	reviewed	
P36131	reviewed	
P38283	reviewed	protein kinase activator activity [GO:0030295]
P53267	reviewed	identical protein binding [GO:0042802]; microtubule plus-end binding [GO:0051010]
P36132	reviewed	chromatin DNA binding [GO:0031490]; metal ion binding [GO:0046872]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711]
P36133	reviewed	
P36136	reviewed	oxidoreductase activity [GO:0016491]; sedoheptulose-bisphosphatase activity [GO:0050278]
P38330	reviewed	
P40155	reviewed	
P53164	reviewed	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; NAD+ diphosphatase activity [GO:0000210]; NADH pyrophosphatase activity [GO:0035529]
Q02647	reviewed	dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; motor activity [GO:0003774]
Q08245	reviewed	
P36140	reviewed	
P36141	reviewed	oxidoreductase activity [GO:0016491]
P36144	reviewed	RNA binding [GO:0003723]
P36147	reviewed	
Q03337	reviewed	
P36151	reviewed	
P36152	reviewed	2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]
P36153	reviewed	
P36154	reviewed	
P48231	reviewed	lipid binding [GO:0008289]
P36160	reviewed	5S rRNA binding [GO:0008097]; 7S RNA binding [GO:0008312]; rRNA binding [GO:0019843]
P36161	reviewed	structural constituent of nuclear pore [GO:0017056]
P38276	reviewed	
P36163	reviewed	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]
Q06820	reviewed	
P36421	reviewed	ATP binding [GO:0005524]; isoleucine-tRNA ligase activity [GO:0004822]; tyrosine-tRNA ligase activity [GO:0004831]
Q02608	reviewed	structural constituent of ribosome [GO:0003735]
P36516	reviewed	double-stranded RNA binding [GO:0003725]; ribonuclease III activity [GO:0004525]; structural constituent of ribosome [GO:0003735]
P53273	reviewed	anion:anion antiporter activity [GO:0015301]; chaperone binding [GO:0051087]; secondary active sulfate transmembrane transporter activity [GO:0008271]; sulfate transmembrane transporter activity [GO:0015116]
P36517	reviewed	structural constituent of ribosome [GO:0003735]
P36526	reviewed	structural constituent of ribosome [GO:0003735]
P36534	reviewed	structural constituent of ribosome [GO:0003735]
P36973	reviewed	adenine binding [GO:0002055]; adenine phosphoribosyltransferase activity [GO:0003999]; AMP binding [GO:0016208]
P37267	reviewed	
P53632	reviewed	5'-deoxyribose-5-phosphate lyase activity [GO:0051575]; metal ion binding [GO:0046872]; polynucleotide adenylyltransferase activity [GO:0004652]
P37292	reviewed	amino acid binding [GO:0016597]; cobalt ion binding [GO:0050897]; glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]; serine binding [GO:0070905]; zinc ion binding [GO:0008270]
P39076	reviewed	ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]
P37297	reviewed	1-phosphatidylinositol 4-kinase activity [GO:0004430]; ATP binding [GO:0005524]
Q08955	reviewed	
P37303	reviewed	L-allo-threonine aldolase activity [GO:0008732]; threonine aldolase activity [GO:0004793]
P40467	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
P53852	reviewed	ATP binding [GO:0005524]; cysteine-tRNA ligase activity [GO:0004817]; metal ion binding [GO:0046872]
P38011	reviewed	enzyme binding [GO:0019899]; GDP-dissociation inhibitor activity [GO:0005092]; G-protein alpha-subunit binding [GO:0001965]; protein kinase C binding [GO:0005080]; ribosome binding [GO:0043022]
P39960	reviewed	GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]
P40077	reviewed	G-protein beta/gamma-subunit complex binding [GO:0031683]; mitogen-activated protein kinase kinase kinase binding [GO:0031435]
P40355	reviewed	
P47170	reviewed	GTPase activator activity [GO:0005096]
P53857	reviewed	heme binding [GO:0020037]; oxygen binding [GO:0019825]
P54862	reviewed	carbohydrate:proton symporter activity [GO:0005351]; fructose transmembrane transporter activity [GO:0005353]; galactose transmembrane transporter activity [GO:0005354]; glucose transmembrane transporter activity [GO:0005355]; mannose transmembrane transporter activity [GO:0015578]
Q00955	reviewed	acetyl-CoA binding [GO:1905502]; acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; biotin carboxylase activity [GO:0004075]; carboxyl- or carbamoyltransferase activity [GO:0016743]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]
Q03780	reviewed	
Q06385	reviewed	enzyme binding [GO:0019899]; phosphatidylinositol-4-phosphate binding [GO:0070273]
Q07878	reviewed	
Q08157	reviewed	
Q99299	reviewed	
P38061	reviewed	structural constituent of ribosome [GO:0003735]
P38064	reviewed	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
P43615	reviewed	protein binding, bridging [GO:0030674]
Q00381	reviewed	protein transporter activity [GO:0008565]
P38066	reviewed	3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]; cyclohydrolase activity [GO:0019238]; GTP binding [GO:0005525]; GTP cyclohydrolase II activity [GO:0003935]; metal ion binding [GO:0046872]
P50943	reviewed	
P38153	reviewed	
P38069	reviewed	alpha-1,2-mannosyltransferase activity [GO:0000026]
P38073	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
P53862	reviewed	
P39925	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]
P53292	reviewed	structural constituent of ribosome [GO:0003735]
P53299	reviewed	metal ion binding [GO:0046872]; protein transporter activity [GO:0008565]
Q03787	reviewed	
P39007	reviewed	dolichyl-diphosphooligosaccharide-protein glycotransferase activity [GO:0004579]; metal ion binding [GO:0046872]
Q03940	reviewed	ATP binding [GO:0005524]; ATP-dependent 5'-3' DNA helicase activity [GO:0043141]; ATP-dependent DNA helicase activity [GO:0004003]
Q12320	reviewed	hydroxyacylglutathione hydrolase activity [GO:0004416]; metal ion binding [GO:0046872]
P43591	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; kinase activity [GO:0016301]
P38082	reviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II repressing transcription factor binding [GO:0001103]; sequence-specific DNA binding [GO:0043565]
P38086	reviewed	ATP binding [GO:0005524]; DNA-dependent ATPase activity [GO:0008094]; DNA topoisomerase activity [GO:0003916]; DNA translocase activity [GO:0015616]; double-stranded DNA binding [GO:0003690]; helicase activity [GO:0004386]
P38088	reviewed	ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820]; protein dimerization activity [GO:0046983]
P38089	reviewed	metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]
Q12133	reviewed	peptidase activity [GO:0008233]
P38109	reviewed	serine-type carboxypeptidase activity [GO:0004185]
Q08905	reviewed	ferric-chelate reductase (NADPH) activity [GO:0052851]; ferric-chelate reductase activity [GO:0000293]; metal ion binding [GO:0046872]
P38113	reviewed	alcohol dehydrogenase (NAD) activity [GO:0004022]; zinc ion binding [GO:0008270]
P38115	reviewed	alcohol dehydrogenase (NADP+) activity [GO:0008106]; alditol:NADP+ 1-oxidoreductase activity [GO:0004032]; D-arabinose 1-dehydrogenase [NAD(P)+] activity [GO:0045290]; oxidoreductase activity [GO:0016491]
P53916	reviewed	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity [GO:0016314]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; protein tyrosine phosphatase activity [GO:0004725]
Q12121	reviewed	
P38116	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
P38120	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P39706	reviewed	
P38124	reviewed	drug transmembrane transporter activity [GO:0015238]; fluconazole transmembrane transporter activity [GO:0015244]
P38127	reviewed	pyrimidine nucleotide transmembrane transporter activity [GO:0015218]; transporter activity [GO:0005215]
P38288	reviewed	
P40051	reviewed	aminopeptidase activity [GO:0004177]; manganese ion binding [GO:0030145]; metallopeptidase activity [GO:0008237]
P38815	reviewed	phosphatidylinositol-3-phosphate binding [GO:0032266]
Q06102	reviewed	metal ion binding [GO:0046872]; RNA binding [GO:0003723]
P38131	reviewed	alpha-1,2-mannosyltransferase activity [GO:0000026]; mannosyltransferase activity [GO:0000030]
Q12359	reviewed	acetate transmembrane transporter activity [GO:0015123]; ammonium transmembrane transporter activity [GO:0008519]
P39545	reviewed	structural constituent of cell wall [GO:0005199]
P38139	reviewed	hydrolase activity, acting on ester bonds [GO:0016788]; triglyceride lipase activity [GO:0004806]
Q02890	reviewed	metal ion binding [GO:0046872]; peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity [GO:0000224]
P38141	reviewed	RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000982]; zinc ion binding [GO:0008270]
Q02896	reviewed	dihydroceramidase activity [GO:0071633]
P38145	reviewed	riboflavin synthase activity [GO:0004746]
P38148	reviewed	protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; protein tyrosine phosphatase activity [GO:0004725]
P53871	reviewed	amidophosphoribosyltransferase activity [GO:0004044]; omega peptidase activity [GO:0008242]; peptidase activity [GO:0008233]
P39110	reviewed	GTP binding [GO:0005525]
Q07729	reviewed	guanine deaminase activity [GO:0008892]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; zinc ion binding [GO:0008270]
Q04599	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q08951	reviewed	
P38155	reviewed	structural constituent of cell wall [GO:0005199]
P53226	reviewed	
P40527	reviewed	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism [GO:0015662]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phospholipid-translocating ATPase activity [GO:0004012]
P43534	reviewed	
P53244	reviewed	ubiquitin protein ligase binding [GO:0031625]
P38168	reviewed	
P38170	reviewed	chromatin binding [GO:0003682]; DNA topoisomerase (ATP-hydrolyzing) activator activity [GO:0072587]; DNA topoisomerase binding [GO:0044547]
P38172	reviewed	
P38173	reviewed	
P38174	reviewed	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]
P38182	reviewed	phosphatidylethanolamine binding [GO:0008429]; protein tag [GO:0031386]
P53867	reviewed	Atg8-specific protease activity [GO:0019786]
P38183	reviewed	
P50874	reviewed	ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]
P38193	reviewed	protein phosphatase regulator activity [GO:0019888]
P38197	reviewed	pyridoxal phosphate binding [GO:0030170]
P43595	reviewed	
P39073	reviewed	ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; metal ion binding [GO:0046872]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]
P40395	reviewed	Rab GTPase binding [GO:0017137]; Rab guanyl-nucleotide exchange factor activity [GO:0017112]
P48240	reviewed	RNA binding [GO:0003723]
P49960	reviewed	RNA binding [GO:0003723]; snRNA binding [GO:0017069]; U6 snRNA binding [GO:0017070]
P53100	reviewed	glyoxylate reductase (NADP) activity [GO:0030267]; hydroxypyruvate reductase activity [GO:0016618]; NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; phosphoglycerate dehydrogenase activity [GO:0004617]; protein homodimerization activity [GO:0042803]
P53248	reviewed	protein binding, bridging [GO:0030674]
P53844	reviewed	phosphatidylinositol transporter activity [GO:0008526]
Q04089	reviewed	DNA binding [GO:0003677]; histone methyltransferase activity (H3-K79 specific) [GO:0031151]; nucleosomal histone binding [GO:0031493]
Q04748	reviewed	
Q05029	reviewed	small GTPase binding [GO:0031267]
Q06217	reviewed	RNA binding [GO:0003723]
Q12395	reviewed	cullin family protein binding [GO:0097602]; protein binding, bridging [GO:0030674]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin-like protein binding [GO:0032182]
Q12440	reviewed	ubiquitin protein ligase binding [GO:0031625]
P47132	reviewed	
P38205	reviewed	methyltransferase activity [GO:0008168]; tRNA (cytosine-5-)-methyltransferase activity [GO:0016428]; tRNA binding [GO:0000049]
P50089	reviewed	
Q07500	reviewed	NADH dehydrogenase activity [GO:0003954]
P38210	reviewed	
Q03406	reviewed	
P38211	reviewed	dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity [GO:0004584]; mannosyltransferase activity [GO:0000030]
P38212	reviewed	
P38214	reviewed	
P38215	reviewed	
P38216	reviewed	
P38219	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; ribosomal large subunit binding [GO:0043023]; ribosome binding [GO:0043022]
P40160	reviewed	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
P38222	reviewed	protein-lysine N-methyltransferase activity [GO:0016279]
Q01662	reviewed	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; mRNA binding [GO:0003729]
Q07804	reviewed	lipase activity [GO:0016298]; sterol esterase activity [GO:0004771]
P38226	reviewed	transferase activity, transferring acyl groups [GO:0016746]
P38230	reviewed	2-alkenal reductase [NAD(P)] activity [GO:0032440]; AU-rich element binding [GO:0017091]; NADPH:quinone reductase activity [GO:0003960]; zinc ion binding [GO:0008270]
P38232	reviewed	protein phosphatase regulator activity [GO:0019888]
Q03466	reviewed	ribonuclease activity [GO:0004540]; ribonucleoprotein complex binding [GO:0043021]; telomerase RNA binding [GO:0070034]; telomeric DNA binding [GO:0042162]
Q06071	reviewed	
P38439	reviewed	RNA binding [GO:0003723]; RNA polymerase II C-terminal domain phosphoserine binding [GO:1990269]; RNA polymerase II transcription factor binding [GO:0001085]; transcription coregulator activity [GO:0003712]
Q12469	reviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; Rac GTPase binding [GO:0048365]
P38362	reviewed	
P38763	reviewed	ATP binding [GO:0005524]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]
P39943	reviewed	metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
P42936	reviewed	
P50087	reviewed	
P53300	reviewed	
P53307	reviewed	
P38241	reviewed	pre-mRNA binding [GO:0036002]; U6 snRNA binding [GO:0017070]
P38242	reviewed	protein membrane anchor [GO:0043495]
P53223	reviewed	dolichyldiphosphatase activity [GO:0047874]
P38246	reviewed	
P38248	reviewed	
P38249	reviewed	mRNA binding [GO:0003729]; translation initiation factor activity [GO:0003743]
P38251	reviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]
P40348	reviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]; purine nucleotide binding [GO:0017076]
Q06011	reviewed	
P38253	reviewed	
Q05777	reviewed	structural constituent of cell wall [GO:0005199]
Q06680	reviewed	chromatin binding [GO:0003682]
Q08004	reviewed	nucleic acid binding [GO:0003676]; ribosomal large subunit binding [GO:0043023]; zinc ion binding [GO:0008270]
Q12525	reviewed	betaine-homocysteine S-methyltransferase activity [GO:0047150]; S-adenosylmethionine-homocysteine S-methyltransferase activity [GO:0008898]; zinc ion binding [GO:0008270]
P53738	reviewed	protein heterodimerization activity [GO:0046982]
Q99181	reviewed	RNA binding [GO:0003723]
P38263	reviewed	
P38355	reviewed	
P47040	reviewed	
P47159	reviewed	ATP binding [GO:0005524]
Q03530	reviewed	cysteine-type endopeptidase activity [GO:0004197]; metalloendopeptidase activity [GO:0004222]
Q12119	reviewed	nucleobase transmembrane transporter activity [GO:0015205]
P53289	reviewed	
Q99234	reviewed	
P38267	reviewed	
P38269	reviewed	
P38271	reviewed	phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]
P38273	reviewed	phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-5-phosphate binding [GO:0010314]; phosphatidylserine binding [GO:0001786]; Rab guanyl-nucleotide exchange factor activity [GO:0017112]
P39965	reviewed	aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]
P38278	reviewed	rRNA (adenine) methyltransferase activity [GO:0016433]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
P52920	reviewed	4 iron, 4 sulfur cluster binding [GO:0051539]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]; iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]
P38285	reviewed	
P52892	reviewed	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]
Q07904	reviewed	transporter activity [GO:0005215]
P40152	reviewed	endopolyphosphatase activity [GO:0000298]
P38294	reviewed	
P38296	reviewed	
P52870	reviewed	ARF guanyl-nucleotide exchange factor activity [GO:0005086]; protein transporter activity [GO:0008565]
Q04399	reviewed	copper ion binding [GO:0005507]; ferroxidase activity [GO:0004322]; oxidoreductase activity, oxidizing metal ions [GO:0016722]
P38299	reviewed	
P38303	reviewed	
P38305	reviewed	
P38308	reviewed	
P38865	reviewed	copper ion transmembrane transporter activity [GO:0005375]
P40528	reviewed	
Q06328	reviewed	basic amino acid transmembrane transporter activity [GO:0015174]
Q08474	reviewed	
Q07879	reviewed	Atg12 transferase activity [GO:0019777]
P38319	reviewed	3'-tyrosyl-DNA phosphodiesterase activity [GO:0017005]; 5'-tyrosyl-DNA phosphodiesterase activity [GO:0070260]; double-stranded DNA binding [GO:0003690]; exonuclease activity [GO:0004527]; single-stranded DNA binding [GO:0003697]
P38322	reviewed	
Q08651	reviewed	oxidoreductase activity [GO:0016491]
P38329	reviewed	potassium:chloride symporter activity [GO:0015379]
P38332	reviewed	diphthine methylesterase activity [GO:0061685]; protein methylesterase activity [GO:0051723]
P47153	reviewed	
P38335	reviewed	
P38795	reviewed	ATP binding [GO:0005524]; glutaminase activity [GO:0004359]; NAD+ synthase (glutamine-hydrolyzing) activity [GO:0003952]
P38343	reviewed	
Q12311	reviewed	metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]
Q03862	reviewed	metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]
P38345	reviewed	protein binding involved in protein folding [GO:0044183]
Q06218	reviewed	ATP binding [GO:0005524]; ATP-dependent DNA/RNA helicase activity [GO:0033680]; ATP-dependent DNA helicase activity [GO:0004003]; ATP-dependent RNA helicase activity [GO:0004004]; RNA binding [GO:0003723]
P38922	reviewed	mRNA binding [GO:0003729]; RNA binding [GO:0003723]
P43132	reviewed	transcription regulatory region DNA binding [GO:0044212]
Q12743	reviewed	
P38351	reviewed	chromatin binding [GO:0003682]; RNA polymerase II complex binding [GO:0000993]; RNA polymerase II C-terminal domain phosphoserine binding [GO:1990269]; transcription factor activity, RNA polymerase II core promoter sequence-specific DNA binding [GO:0000983]
Q06158	reviewed	
P38354	reviewed	
P40526	reviewed	3-oxo-5-alpha-steroid 4-dehydrogenase activity [GO:0003865]; polyprenol reductase activity [GO:0102389]
P38361	reviewed	identical protein binding [GO:0042802]; inorganic phosphate transmembrane transporter activity [GO:0005315]; sodium:inorganic phosphate symporter activity [GO:0015319]
P38875	reviewed	GPI-anchor transamidase activity [GO:0003923]
Q04502	reviewed	
Q12367	reviewed	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
P38426	reviewed	catalytic activity [GO:0003824]; enzyme regulator activity [GO:0030234]
P38427	reviewed	catalytic activity [GO:0003824]; enzyme regulator activity [GO:0030234]
P53009	reviewed	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]
Q05778	reviewed	
P40955	reviewed	
P53906	reviewed	
Q12520	reviewed	UDP-galactose transmembrane transporter activity [GO:0005459]
P54780	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P38616	reviewed	
Q06624	reviewed	ubiquitin-like modifier activating enzyme activity [GO:0008641]
P38629	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; DNA binding [GO:0003677]
P40339	reviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]
P38632	reviewed	protein serine/threonine kinase inhibitor activity [GO:0030291]; SUMO transferase activity [GO:0019789]; zinc ion binding [GO:0008270]
