Entry	Status	Gene ontology (molecular function)
Q9Y5Y7	reviewed	hyaluronic acid binding [GO:0005540]; signaling receptor activity [GO:0038023]; transmembrane signaling receptor activity [GO:0004888]
V9HW07	unreviewed	metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]
V9HWJ5	unreviewed	nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]
Q14593	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q8IZ26	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q08ER8	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q147U1	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q5T6M2	reviewed	
Q6IV72	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q6ZP55	unreviewed	nucleic acid binding [GO:0003676]
Q8TAB7	reviewed	
Q8TBB0	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q8TF45	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q96HQ0	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q96MU6	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q9H9Y2	reviewed	RNA binding [GO:0003723]; rRNA primary transcript binding [GO:0042134]
Q9HCP0	reviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q9UJW8	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q9UK11	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]
Q17RD9	unreviewed	
Q86TG1	reviewed	
Q8IV13	reviewed	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; protein kinase binding [GO:0019901]
Q8NHQ9	reviewed	ATP binding [GO:0005524]; helicase activity [GO:0004386]; RNA binding [GO:0003723]
Q92537	reviewed	
Q08AG5	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q9UBD3	reviewed	CCR chemokine receptor binding [GO:0048020]; chemokine activity [GO:0008009]
Q66K14	reviewed	calcium ion binding [GO:0005509]; GTPase activator activity [GO:0005096]; Rab GTPase binding [GO:0017137]
Q6P9H5	reviewed	GTP binding [GO:0005525]
Q8IVF2	reviewed	
Q8IZP5	unreviewed	
Q9H0K1	reviewed	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; protein serine/threonine kinase activity [GO:0004674]
Q9Y4P1	reviewed	cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; endopeptidase activity [GO:0004175]
Q8IYW5	reviewed	chromatin binding [GO:0003682]; histone binding [GO:0042393]; K63-linked polyubiquitin modification-dependent protein binding [GO:0070530]; metal ion binding [GO:0046872]; nucleosome binding [GO:0031491]; ubiquitin binding [GO:0043130]; ubiquitin-protein transferase activity [GO:0004842]
Q96B21	reviewed	
Q96PX1	reviewed	metal ion binding [GO:0046872]; transferase activity [GO:0016740]
Q9Y450	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]
Q86WR7	reviewed	
P60842	reviewed	ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; double-stranded RNA binding [GO:0003725]; helicase activity [GO:0004386]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; RNA cap binding [GO:0000339]; translation factor activity, RNA binding [GO:0008135]; translation initiation factor activity [GO:0003743]
Q7Z2D5	reviewed	lipid phosphatase activity [GO:0042577]; phosphatase activity [GO:0016791]; phosphatidate phosphatase activity [GO:0008195]
Q86XM6	unreviewed	lipid phosphatase activity [GO:0042577]
Q7Z6L0	reviewed	syntaxin-1 binding [GO:0017075]
Q96K19	reviewed	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]
Q9BT23	reviewed	metal ion binding [GO:0046872]
Q9BY67	reviewed	PDZ domain binding [GO:0030165]; protein homodimerization activity [GO:0042803]; signaling receptor binding [GO:0005102]
P60903	reviewed	calcium ion binding [GO:0005509]; ion channel binding [GO:0044325]; protein homodimerization activity [GO:0042803]
Q14588	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q5HYK7	reviewed	proline-rich region binding [GO:0070064]
Q6U7G8	unreviewed	
Q86Y07	reviewed	ATP binding [GO:0005524]; protein domain specific binding [GO:0019904]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]
Q92496	reviewed	lipid transporter activity [GO:0005319]
Q9NRR8	reviewed	GTPase inhibitor activity [GO:0005095]; Rho GTPase binding [GO:0017048]; structural molecule activity [GO:0005198]
Q9UKN1	reviewed	
U5YWV7	unreviewed	cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872]
Q8NEG0	reviewed	
P61020	reviewed	GDP binding [GO:0019003]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; GTP-dependent protein binding [GO:0030742]
Q9HC74	unreviewed	
Q9UHD8	reviewed	cadherin binding [GO:0045296]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein-containing complex scaffold activity [GO:0032947]
Q5VW36	reviewed	
Q96DX4	reviewed	metal ion binding [GO:0046872]
Q9UHC7	reviewed	metal ion binding [GO:0046872]; RNA binding [GO:0003723]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]
P61081	reviewed	ATP binding [GO:0005524]; NEDD8 transferase activity [GO:0019788]; ubiquitin-protein transferase activity [GO:0004842]
Q12986	reviewed	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA binding [GO:0003723]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transferase activity [GO:0016740]; zinc ion binding [GO:0008270]
Q8N6D2	reviewed	metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]
Q9HBD1	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; double-stranded RNA binding [GO:0003725]; metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; RNA stem-loop binding [GO:0035613]; ubiquitin-protein transferase activity [GO:0004842]
Q9ULT6	reviewed	frizzled binding [GO:0005109]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]
P61160	reviewed	actin binding [GO:0003779]; ATP binding [GO:0005524]; structural constituent of cytoskeleton [GO:0005200]
Q96AH8	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
P61225	reviewed	GDP binding [GO:0019003]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein domain specific binding [GO:0019904]
Q9NUQ3	reviewed	protein heterodimerization activity [GO:0046982]; syntaxin binding [GO:0019905]
Q9UDT6	reviewed	microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]
Q8IVM0	reviewed	ubiquitin protein ligase binding [GO:0031625]
Q9BV94	reviewed	calcium ion binding [GO:0005509]; mannosyl-oligosaccharide 1,2-alpha-mannosidase activity [GO:0004571]
Q0VGD6	unreviewed	RNA binding [GO:0003723]
Q6MZS5	unreviewed	RNA binding [GO:0003723]
Q8TB45	reviewed	
Q8WVP5	reviewed	
Q9BXC9	reviewed	RNA polymerase II repressing transcription factor binding [GO:0001103]
Q6AWA9	unreviewed	growth factor binding [GO:0019838]; semaphorin receptor activity [GO:0017154]; vascular endothelial growth factor-activated receptor activity [GO:0005021]
Q8NB15	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q53LP3	reviewed	
Q6FHW6	unreviewed	protein-containing complex binding [GO:0044877]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; proximal promoter sequence-specific DNA binding [GO:0000987]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]
Q6P0N0	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]
Q96N38	reviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
Q9HCC6	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]
Q9Y2E4	reviewed	catalytic activity [GO:0003824]
Q9Y2Y9	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
Q9Y5Q9	reviewed	DNA binding [GO:0003677]; RNA polymerase III transcription regulator recruiting activity [GO:0001004]
Q96A54	reviewed	adipokinetic hormone receptor activity [GO:0097003]; adiponectin binding [GO:0055100]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein heterodimerization activity [GO:0046982]; protein kinase binding [GO:0019901]; signaling receptor activity [GO:0038023]
Q9NQP4	reviewed	chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]
P61923	reviewed	
Q8NDT9	unreviewed	
Q96RR1	reviewed	5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; protease binding [GO:0002020]; single-stranded DNA binding [GO:0003697]
Q9H891	unreviewed	
Q6ISB3	reviewed	chromatin DNA binding [GO:0031490]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; intronic transcription regulatory region sequence-specific DNA binding [GO:0001161]; sequence-specific DNA binding [GO:0043565]
Q8TD23	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; ubiquitin protein ligase binding [GO:0031625]; zinc ion binding [GO:0008270]
Q8WW01	reviewed	nucleic acid binding [GO:0003676]; tRNA-intron endonuclease activity [GO:0000213]
Q15722	reviewed	galanin receptor activity [GO:0004966]; G protein-coupled peptide receptor activity [GO:0008528]; leukotriene B4 receptor activity [GO:0001632]; leukotriene receptor activity [GO:0004974]; nucleotide binding [GO:0000166]
Q6UUV7	reviewed	cAMP response element binding protein binding [GO:0008140]
Q8N3V7	reviewed	actin binding [GO:0003779]
Q8TEF4	unreviewed	
Q96GE4	reviewed	
Q96GQ7	reviewed	ATP binding [GO:0005524]; helicase activity [GO:0004386]; RNA binding [GO:0003723]
Q99550	reviewed	
Q9GZV5	reviewed	protein homodimerization activity [GO:0042803]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]
Q9HCI7	reviewed	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]
Q9NYD6	reviewed	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q9NYF5	reviewed	GTPase activator activity [GO:0005096]
Q9UMS6	reviewed	14-3-3 protein binding [GO:0071889]; actin binding [GO:0003779]; alpha-actinin binding [GO:0051393]; filamin binding [GO:0031005]; muscle alpha-actinin binding [GO:0051371]
P62068	reviewed	cysteine-type endopeptidase activity [GO:0004197]; metal ion binding [GO:0046872]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; thiol-dependent ubiquitinyl hydrolase activity [GO:0036459]
Q13454	reviewed	magnesium ion transmembrane transporter activity [GO:0015095]
Q14678	reviewed	beta-catenin binding [GO:0008013]
Q5C9Z4	reviewed	RNA binding [GO:0003723]
Q5JTV8	reviewed	ATPase activator activity [GO:0001671]; ATPase binding [GO:0051117]; cytoskeletal protein binding [GO:0008092]; lamin binding [GO:0005521]
Q5SWA1	reviewed	protein phosphatase regulator activity [GO:0019888]
Q5T8A7	reviewed	protein phosphatase inhibitor activity [GO:0004864]
Q5TID7	reviewed	microtubule binding [GO:0008017]
Q7Z3T8	reviewed	1-phosphatidylinositol binding [GO:0005545]; metal ion binding [GO:0046872]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; protein transporter activity [GO:0008565]
Q8IZ53	unreviewed	phosphatase binding [GO:0019902]
Q8NG31	reviewed	
Q8NI77	reviewed	actin binding [GO:0003779]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule plus-end binding [GO:0051010]; tubulin-dependent ATPase activity [GO:0070463]
Q8WUF5	reviewed	cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]
Q96QC0	reviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; protein phosphatase inhibitor activity [GO:0004864]; RNA binding [GO:0003723]
Q96SB3	reviewed	actin filament binding [GO:0051015]; protein phosphatase 1 binding [GO:0008157]; protein phosphatase inhibitor activity [GO:0004864]
Q9HCH5	reviewed	neurexin family protein binding [GO:0042043]; phosphatase binding [GO:0019902]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; phosphatidylserine binding [GO:0001786]; Rab GTPase binding [GO:0017137]
Q9UPR0	reviewed	GABA receptor binding [GO:0050811]; inositol 1,4,5 trisphosphate binding [GO:0070679]; phosphatidylinositol phospholipase C activity [GO:0004435]
Q8WVX3	reviewed	
Q13371	reviewed	protein-containing complex binding [GO:0044877]
P62244	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P62249	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P62253	reviewed	ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]
Q7Z569	reviewed	identical protein binding [GO:0042802]; nuclear localization sequence binding [GO:0008139]; nucleic acid binding [GO:0003676]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Q8IZP6	reviewed	metal ion binding [GO:0046872]
Q8NA82	reviewed	transferase activity [GO:0016740]; zinc ion binding [GO:0008270]
Q8WU17	reviewed	ligase activity [GO:0016874]; protease binding [GO:0002020]; signaling receptor activity [GO:0038023]; ubiquitin-like protein transferase activity [GO:0019787]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Q8WVZ7	reviewed	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]
Q9NXI6	reviewed	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]
Q9Y252	reviewed	androgen receptor binding [GO:0050681]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]
Q12912	reviewed	
Q684P5	reviewed	GTPase activator activity [GO:0005096]
Q86YV0	reviewed	GTPase activator activity [GO:0005096]
Q8IZP1	reviewed	GTPase activator activity [GO:0005096]; Rab GTPase binding [GO:0017137]
Q92628	reviewed	ATP binding [GO:0005524]
Q9UKV0	reviewed	histone deacetylase activity [GO:0004407]; histone deacetylase binding [GO:0042826]; metal ion binding [GO:0046872]; NAD-dependent histone deacetylase activity (H3-K14 specific) [GO:0032041]; protein deacetylase activity [GO:0033558]; protein kinase C binding [GO:0005080]; repressing transcription factor binding [GO:0070491]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]
P62266	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P62269	reviewed	RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
P62277	reviewed	mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]
P62280	reviewed	RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
P62304	reviewed	RNA binding [GO:0003723]
Q9Y4Y9	reviewed	RNA binding [GO:0003723]
Q01831	reviewed	bubble DNA binding [GO:0000405]; damaged DNA binding [GO:0003684]; heteroduplex DNA loop binding [GO:0000404]; protein-containing complex binding [GO:0044877]; single-stranded DNA binding [GO:0003697]
Q13769	reviewed	mRNA binding [GO:0003729]
Q969L4	reviewed	histone pre-mRNA DCP binding [GO:0071208]; U7 snRNA binding [GO:0071209]
Q6ICS7	unreviewed	tRNA methyltransferase activity [GO:0008175]
Q9UFF9	reviewed	3'-5'-exoribonuclease activity [GO:0000175]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; poly(A)-specific ribonuclease activity [GO:0004535]; RNA binding [GO:0003723]
P62330	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein N-terminus binding [GO:0047485]; thioesterase binding [GO:0031996]
P62341	reviewed	selenium binding [GO:0008430]; thioredoxin-disulfide reductase activity [GO:0004791]
P68871	reviewed	heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; hemoglobin binding [GO:0030492]; metal ion binding [GO:0046872]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]
Q14485	unreviewed	heme binding [GO:0020037]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]
Q9H6D8	reviewed	
Q12769	reviewed	structural constituent of nuclear pore [GO:0017056]
P62633	reviewed	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA binding [GO:0003723]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; single-stranded DNA binding [GO:0003697]; single-stranded RNA binding [GO:0003727]; zinc ion binding [GO:0008270]
Q9BVS5	reviewed	mRNA (adenine-N1-)-methyltransferase activity [GO:0061953]; rRNA (adenine) methyltransferase activity [GO:0016433]; tRNA (adenine-N1-)-methyltransferase activity [GO:0016429]
Q8WU20	reviewed	1-phosphatidylinositol-3-kinase activity [GO:0016303]; fibroblast growth factor receptor binding [GO:0005104]; neurotrophin TRKA receptor binding [GO:0005168]; phosphatase activator activity [GO:0019211]; phosphatidylinositol-4,5-bisphosphate 3-kinase activity [GO:0046934]; Ras guanyl-nucleotide exchange factor activity [GO:0005088]; transmembrane receptor protein tyrosine kinase adaptor activity [GO:0005068]
P62805	reviewed	DNA binding [GO:0003677]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; RNA binding [GO:0003723]
Q9Y294	reviewed	chromatin binding [GO:0003682]; histone binding [GO:0042393]
P62807	reviewed	DNA binding [GO:0003677]; identical protein binding [GO:0042802]; protein heterodimerization activity [GO:0046982]
Q16658	reviewed	actin binding [GO:0003779]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; drug binding [GO:0008144]; protein binding, bridging [GO:0030674]; RNA binding [GO:0003723]
Q969G6	reviewed	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; riboflavin kinase activity [GO:0008531]
Q6X4W1	reviewed	calcium-dependent protein binding [GO:0048306]
Q99666	reviewed	Ran GTPase binding [GO:0008536]
V9HWE4	unreviewed	
Q9H6S3	reviewed	actin binding [GO:0003779]; cadherin binding [GO:0045296]
P62834	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein-containing complex binding [GO:0044877]; protein transporter activity [GO:0008565]; Rap guanyl-nucleotide exchange factor activity [GO:0017034]
Q5M7Z0	reviewed	metal ion binding [GO:0046872]; transferase activity [GO:0016740]
P62854	reviewed	cadherin binding [GO:0045296]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P63218	reviewed	GTPase activity [GO:0003924]; PDZ domain binding [GO:0030165]
Q15375	reviewed	ATP binding [GO:0005524]; axon guidance receptor activity [GO:0008046]; chemorepellent activity [GO:0045499]; ephrin receptor binding [GO:0046875]; GPI-linked ephrin receptor activity [GO:0005004]; protein tyrosine kinase activity [GO:0004713]; transmembrane-ephrin receptor activity [GO:0005005]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; transmembrane signaling receptor activity [GO:0004888]
Q9BWH6	reviewed	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]
Q92765	reviewed	Wnt-protein binding [GO:0017147]
Q8N6M9	reviewed	zinc ion binding [GO:0008270]
Q96EK7	reviewed	
Q9BPZ3	reviewed	mRNA binding [GO:0003729]; translation repressor activity [GO:0030371]
Q9NQ88	reviewed	bisphosphoglycerate 2-phosphatase activity [GO:0004083]; fructose-2,6-bisphosphate 2-phosphatase activity [GO:0004331]
Q8NE62	reviewed	choline dehydrogenase activity [GO:0008812]; flavin adenine dinucleotide binding [GO:0050660]
Q96FX2	reviewed	metal ion binding [GO:0046872]
P62945	reviewed	mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P62952	reviewed	
Q86WV1	reviewed	microtubule plus-end binding [GO:0051010]; protein-containing complex binding [GO:0044877]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; SH2 domain binding [GO:0042169]; SH3/SH2 adaptor activity [GO:0005070]; SH3 domain binding [GO:0017124]
V9HW03	unreviewed	
P78352	reviewed	acetylcholine receptor binding [GO:0033130]; beta-1 adrenergic receptor binding [GO:0031697]; D1 dopamine receptor binding [GO:0031748]; ionotropic glutamate receptor binding [GO:0035255]; kinase binding [GO:0019900]; ligand-gated ion channel activity [GO:0015276]; neuroligin family protein binding [GO:0097109]; P2Y1 nucleotide receptor binding [GO:0031812]; PDZ domain binding [GO:0030165]; protein-containing complex binding [GO:0044877]; protein C-terminus binding [GO:0008022]; protein phosphatase binding [GO:0019903]; Ras guanyl-nucleotide exchange factor activity [GO:0005088]; scaffold protein binding [GO:0097110]
P78559	reviewed	actin binding [GO:0003779]; cytoskeletal adaptor activity [GO:0008093]; microtubule binding [GO:0008017]; structural molecule activity [GO:0005198]; tubulin binding [GO:0015631]
Q01344	reviewed	cytokine binding [GO:0019955]; cytokine receptor activity [GO:0004896]; interleukin-5 receptor activity [GO:0004914]; protein tyrosine kinase activity [GO:0004713]; Ras guanyl-nucleotide exchange factor activity [GO:0005088]
Q13322	reviewed	identical protein binding [GO:0042802]; insulin receptor binding [GO:0005158]; SH3/SH2 adaptor activity [GO:0005070]
Q14624	reviewed	endopeptidase inhibitor activity [GO:0004866]; serine-type endopeptidase inhibitor activity [GO:0004867]
Q15165	reviewed	acyl-L-homoserine-lactone lactonohydrolase activity [GO:0102007]; arylesterase activity [GO:0004064]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]
Q15532	reviewed	nuclear receptor transcription coactivator activity [GO:0030374]
Q5BJH2	reviewed	
Q5JNZ3	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q5JSH3	reviewed	Rab GTPase binding [GO:0017137]
Q5SXH7	reviewed	
Q5T749	reviewed	
Q66PJ3	reviewed	RNA binding [GO:0003723]
Q6NVY1	reviewed	3-hydroxyisobutyryl-CoA hydrolase activity [GO:0003860]
Q6STE5	reviewed	chromatin binding [GO:0003682]; nuclear hormone receptor binding [GO:0035257]; nuclear receptor binding [GO:0016922]; nuclear receptor transcription coactivator activity [GO:0030374]; signaling receptor binding [GO:0005102]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]
Q6ZUJ8	reviewed	identical protein binding [GO:0042802]; phosphatidylinositol 3-kinase regulatory subunit binding [GO:0036312]; phosphatidylinositol-4,5-bisphosphate 3-kinase activity [GO:0046934]
Q8IUX7	reviewed	calmodulin binding [GO:0005516]; carboxypeptidase activity [GO:0004180]; collagen binding [GO:0005518]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; extracellular matrix structural constituent [GO:0005201]; metallocarboxypeptidase activity [GO:0004181]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription corepressor activity [GO:0003714]; zinc ion binding [GO:0008270]
Q8IYN2	reviewed	WW domain binding [GO:0050699]
Q8IZ21	reviewed	actin binding [GO:0003779]; protein phosphatase 1 binding [GO:0008157]; protein phosphatase activator activity [GO:0072542]
Q8IZ63	reviewed	
Q8IZ73	reviewed	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]
Q8N1I0	reviewed	GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]; PDZ domain binding [GO:0030165]; Rac GTPase binding [GO:0048365]; receptor tyrosine kinase binding [GO:0030971]; SH3 domain binding [GO:0017124]
Q8TE12	reviewed	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q92928	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
Q92930	reviewed	GDP binding [GO:0019003]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; signaling receptor binding [GO:0005102]; TPR domain binding [GO:0030911]
Q92932	reviewed	transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]
Q92935	reviewed	glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity [GO:0050508]
Q92952	reviewed	calcium-activated potassium channel activity [GO:0015269]; calmodulin binding [GO:0005516]; protein heterodimerization activity [GO:0046982]; small conductance calcium-activated potassium channel activity [GO:0016286]
Q92953	reviewed	delayed rectifier potassium channel activity [GO:0005251]; protein heterodimerization activity [GO:0046982]; voltage-gated potassium channel activity [GO:0005249]
Q92954	reviewed	extracellular matrix structural constituent conferring compression resistance [GO:0030021]; polysaccharide binding [GO:0030247]; scavenger receptor activity [GO:0005044]
Q92959	reviewed	lipid transporter activity [GO:0005319]; prostaglandin transmembrane transporter activity [GO:0015132]; sodium-independent organic anion transmembrane transporter activity [GO:0015347]
Q92968	reviewed	
Q92970	unreviewed	nucleic acid binding [GO:0003676]
Q92973	reviewed	nuclear localization sequence binding [GO:0008139]; Ran GTPase binding [GO:0008536]; RNA binding [GO:0003723]
Q96EV2	reviewed	RNA binding [GO:0003723]
