Entry	Status	Gene ontology (biological process)
Q8CHK4	reviewed	cellular response to estradiol stimulus [GO:0071392]; DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator [GO:0006978]; double-strand break repair [GO:0006302]; histone acetylation [GO:0016573]; negative regulation of interleukin-2 production [GO:0032703]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of protein acetylation [GO:1901985]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of growth [GO:0040008]; regulation of transcription, DNA-templated [GO:0006355]; response to ionizing radiation [GO:0010212]
Q62231	reviewed	anatomical structure development [GO:0048856]; aorta morphogenesis [GO:0035909]; apoptotic process [GO:0006915]; branching involved in ureteric bud morphogenesis [GO:0001658]; cell proliferation [GO:0008283]; cellular response to 3,3',5-triiodo-L-thyronine [GO:1905243]; cochlea morphogenesis [GO:0090103]; embryonic cranial skeleton morphogenesis [GO:0048701]; embryonic skeletal system morphogenesis [GO:0048704]; epithelial cell differentiation [GO:0030855]; facial nerve morphogenesis [GO:0021610]; fungiform papilla morphogenesis [GO:0061197]; generation of neurons [GO:0048699]; inner ear development [GO:0048839]; inner ear morphogenesis [GO:0042472]; kidney development [GO:0001822]; mesonephric tubule formation [GO:0072172]; metanephric mesenchyme development [GO:0072075]; middle ear morphogenesis [GO:0042474]; myoblast migration [GO:0051451]; myotome development [GO:0061055]; negative regulation of apoptotic process [GO:0043066]; negative regulation of branching involved in ureteric bud morphogenesis [GO:0090191]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neurogenesis [GO:0022008]; neuron fate specification [GO:0048665]; olfactory placode formation [GO:0030910]; organ induction [GO:0001759]; otic vesicle development [GO:0071599]; outflow tract morphogenesis [GO:0003151]; pattern specification process [GO:0007389]; pharyngeal system development [GO:0060037]; positive regulation of branching involved in ureteric bud morphogenesis [GO:0090190]; positive regulation of mesenchymal cell proliferation involved in ureter development [GO:2000729]; positive regulation of secondary heart field cardioblast proliferation [GO:0072513]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of ureteric bud formation [GO:0072107]; protein localization to nucleus [GO:0034504]; regulation of branch elongation involved in ureteric bud branching [GO:0072095]; regulation of epithelial cell proliferation [GO:0050678]; regulation of gene expression [GO:0010468]; regulation of neuron differentiation [GO:0045664]; regulation of protein localization [GO:0032880]; regulation of skeletal muscle cell differentiation [GO:2001014]; regulation of skeletal muscle satellite cell proliferation [GO:0014842]; regulation of synaptic growth at neuromuscular junction [GO:0008582]; regulation of transcription, DNA-templated [GO:0006355]; renal system development [GO:0072001]; sensory perception of sound [GO:0007605]; skeletal muscle tissue development [GO:0007519]; skeletal system morphogenesis [GO:0048705]; thymus development [GO:0048538]; thyroid gland development [GO:0030878]; tongue development [GO:0043586]; trigeminal ganglion development [GO:0061551]; ureteric bud development [GO:0001657]; ureter smooth muscle cell differentiation [GO:0072193]
Q9WTL8	reviewed	circadian regulation of gene expression [GO:0032922]; circadian rhythm [GO:0007623]; maternal process involved in parturition [GO:0060137]; negative regulation of cold-induced thermogenesis [GO:0120163]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of glucocorticoid receptor signaling pathway [GO:2000323]; negative regulation of TOR signaling [GO:0032007]; negative regulation of transcription, DNA-templated [GO:0045892]; oxidative stress-induced premature senescence [GO:0090403]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of circadian rhythm [GO:0042753]; positive regulation of protein acetylation [GO:1901985]; positive regulation of skeletal muscle cell differentiation [GO:2001016]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein import into nucleus, translocation [GO:0000060]; regulation of cell cycle [GO:0051726]; regulation of cellular senescence [GO:2000772]; regulation of hair cycle [GO:0042634]; regulation of insulin secretion [GO:0050796]; regulation of neurogenesis [GO:0050767]; regulation of protein catabolic process [GO:0042176]; regulation of transcription, DNA-templated [GO:0006355]; regulation of type B pancreatic cell development [GO:2000074]; response to redox state [GO:0051775]; spermatogenesis [GO:0007283]
P97489	reviewed	anatomical structure formation involved in morphogenesis [GO:0048646]; animal organ morphogenesis [GO:0009887]; aortic valve morphogenesis [GO:0003180]; cell development [GO:0048468]; cellular response to BMP stimulus [GO:0071773]; endocardial cushion fusion [GO:0003274]; heart development [GO:0007507]; intestinal epithelial cell differentiation [GO:0060575]; negative regulation of cardiac muscle hypertrophy [GO:0010614]; negative regulation of gene expression [GO:0010629]; positive regulation of cardiac endothelial to mesenchymal transition [GO:0062000]; positive regulation of gene expression [GO:0010628]; positive regulation of Notch signaling pathway involved in heart induction [GO:0035481]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter involved in heart development [GO:1901228]; regulation of transcription, DNA-templated [GO:0006355]; tissue development [GO:0009888]
Q9DBS8	reviewed	cell cycle [GO:0007049]
P97769	reviewed	apoptotic process [GO:0006915]; brain development [GO:0007420]; embryonic axis specification [GO:0000578]; labyrinthine layer development [GO:0060711]; melanin biosynthetic process [GO:0042438]; melanocyte differentiation [GO:0030318]; negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis [GO:0003340]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of osteoblast differentiation [GO:0045668]; negative regulation of transcription, DNA-templated [GO:0045892]; nucleocytoplasmic transport [GO:0006913]; pigmentation [GO:0043473]; placenta development [GO:0001890]; positive regulation of gene expression [GO:0010628]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of apoptotic process [GO:0042981]; regulation of transcription by RNA polymerase II [GO:0006357]; response to cAMP [GO:0051591]; response to cytokine [GO:0034097]; response to estrogen [GO:0043627]; response to insulin [GO:0032868]; response to interferon-gamma [GO:0034341]; response to interleukin-1 [GO:0070555]; response to interleukin-11 [GO:0071105]; response to interleukin-2 [GO:0070669]; response to interleukin-4 [GO:0070670]; response to interleukin-6 [GO:0070741]; response to interleukin-9 [GO:0071104]; response to lipopolysaccharide [GO:0032496]; response to parathyroid hormone [GO:0071107]; response to transforming growth factor beta [GO:0071559]; SMAD protein signal transduction [GO:0060395]; spongiotrophoblast layer development [GO:0060712]; transforming growth factor beta receptor signaling pathway [GO:0007179]; vasculogenesis [GO:0001570]
P97784	reviewed	circadian regulation of gene expression [GO:0032922]; circadian rhythm [GO:0007623]; DNA damage induced protein phosphorylation [GO:0006975]; entrainment of circadian clock by photoperiod [GO:0043153]; gluconeogenesis [GO:0006094]; glucose homeostasis [GO:0042593]; lipid storage [GO:0019915]; negative regulation of circadian rhythm [GO:0042754]; negative regulation of glucocorticoid receptor signaling pathway [GO:2000323]; negative regulation of glucocorticoid secretion [GO:2000850]; negative regulation of G protein-coupled receptor signaling pathway [GO:0045744]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; protein-chromophore linkage [GO:0018298]; regulation of circadian rhythm [GO:0042752]; regulation of DNA damage checkpoint [GO:2000001]; response to glucagon [GO:0033762]; response to insulin [GO:0032868]
Q9R1X4	reviewed	branching involved in ureteric bud morphogenesis [GO:0001658]; branching morphogenesis of an epithelial tube [GO:0048754]; cell cycle phase transition [GO:0044770]; cell division [GO:0051301]; cellular response to bleomycin [GO:1904976]; cellular response to cisplatin [GO:0072719]; cellular response to DNA damage stimulus [GO:0006974]; cellular response to hydroxyurea [GO:0072711]; circadian rhythm [GO:0007623]; DNA repair [GO:0006281]; DNA replication checkpoint [GO:0000076]; kidney development [GO:0001822]; lung development [GO:0030324]; morphogenesis of an epithelium [GO:0002009]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of circadian rhythm [GO:0042753]; positive regulation of double-strand break repair [GO:2000781]; regulation of circadian rhythm [GO:0042752]; replication fork arrest [GO:0043111]; replication fork protection [GO:0048478]
Q9CQG4	unreviewed	
Q60925	reviewed	circadian rhythm [GO:0007623]; liver development [GO:0001889]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]
Q08297	reviewed	cellular response to alkaloid [GO:0071312]; cellular response to camptothecin [GO:0072757]; cellular response to cisplatin [GO:0072719]; cellular response to DNA damage stimulus [GO:0006974]; cellular response to gamma radiation [GO:0071480]; cellular response to hydroxyurea [GO:0072711]; cellular response to ionizing radiation [GO:0071479]; chromosome organization involved in meiotic cell cycle [GO:0070192]; DNA recombinase assembly [GO:0000730]; DNA repair [GO:0006281]; DNA unwinding involved in DNA replication [GO:0006268]; double-strand break repair via homologous recombination [GO:0000724]; interstrand cross-link repair [GO:0036297]; meiotic cell cycle [GO:0051321]; mitotic recombination [GO:0006312]; mitotic recombination-dependent replication fork processing [GO:1990426]; positive regulation of DNA ligation [GO:0051106]; protein homooligomerization [GO:0051260]; reciprocal meiotic recombination [GO:0007131]; regulation of double-strand break repair via homologous recombination [GO:0010569]; regulation of protein phosphorylation [GO:0001932]; replication-born double-strand break repair via sister chromatid exchange [GO:1990414]; replication fork processing [GO:0031297]; response to glucoside [GO:1904631]; response to X-ray [GO:0010165]; strand invasion [GO:0042148]; telomere maintenance via recombination [GO:0000722]; telomere maintenance via telomere lengthening [GO:0010833]; telomere organization [GO:0032200]
P98192	reviewed	cerebellum morphogenesis [GO:0021587]; ether lipid biosynthetic process [GO:0008611]; fatty acid metabolic process [GO:0006631]; glycerophospholipid metabolic process [GO:0006650]; membrane organization [GO:0061024]; myelination [GO:0042552]; paranodal junction assembly [GO:0030913]; phospholipid biosynthetic process [GO:0008654]; response to drug [GO:0042493]; response to fatty acid [GO:0070542]; response to nutrient [GO:0007584]; response to starvation [GO:0042594]; synapse assembly [GO:0007416]
Q3THK3	reviewed	negative regulation of protein binding [GO:0032091]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; response to virus [GO:0009615]; transcription initiation from RNA polymerase II promoter [GO:0006367]
Q6GTH9	unreviewed	neuron differentiation [GO:0030182]; regulation of transcription, DNA-templated [GO:0006355]
Q02085	reviewed	cartilage morphogenesis [GO:0060536]; cell migration [GO:0016477]; epithelial to mesenchymal transition [GO:0001837]; epithelial to mesenchymal transition involved in endocardial cushion formation [GO:0003198]; hair follicle morphogenesis [GO:0031069]; heterochromatin organization [GO:0070828]; left/right pattern formation [GO:0060972]; mesoderm development [GO:0007498]; mesoderm formation [GO:0001707]; negative regulation of cell differentiation involved in embryonic placenta development [GO:0060806]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage [GO:1902230]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of vitamin D biosynthetic process [GO:0010957]; Notch signaling involved in heart development [GO:0061314]; osteoblast differentiation [GO:0001649]; positive regulation of cell migration [GO:0030335]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of bicellular tight junction assembly [GO:2000810]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; roof of mouth development [GO:0060021]; trophoblast giant cell differentiation [GO:0060707]
Q02248	reviewed	adherens junction assembly [GO:0034333]; adherens junction organization [GO:0034332]; animal organ development [GO:0048513]; anterior/posterior axis specification [GO:0009948]; bone resorption [GO:0045453]; branching involved in blood vessel morphogenesis [GO:0001569]; branching involved in ureteric bud morphogenesis [GO:0001658]; canonical Wnt signaling pathway [GO:0060070]; canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation [GO:1904954]; canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation [GO:0061324]; canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition [GO:0044334]; cardiac muscle cell proliferation [GO:0060038]; cardiac vascular smooth muscle cell differentiation [GO:0060947]; cell adhesion [GO:0007155]; cell-cell adhesion [GO:0098609]; cell differentiation [GO:0030154]; cell fate determination [GO:0001709]; cell fate specification [GO:0001708]; cell-matrix adhesion [GO:0007160]; cell maturation [GO:0048469]; cell morphogenesis involved in differentiation [GO:0000904]; cell proliferation [GO:0008283]; cellular process [GO:0009987]; cellular protein localization [GO:0034613]; cellular response to growth factor stimulus [GO:0071363]; cellular response to indole-3-methanol [GO:0071681]; cellular response to insulin-like growth factor stimulus [GO:1990314]; cellular response to mechanical stimulus [GO:0071260]; central nervous system vasculogenesis [GO:0022009]; chemical synaptic transmission [GO:0007268]; chromatin-mediated maintenance of transcription [GO:0048096]; coronary artery morphogenesis [GO:0060982]; cranial ganglion development [GO:0061550]; cranial skeletal system development [GO:1904888]; dorsal/ventral axis specification [GO:0009950]; dorsal/ventral pattern formation [GO:0009953]; dorsal root ganglion development [GO:1990791]; ectoderm development [GO:0007398]; embryonic axis specification [GO:0000578]; embryonic brain development [GO:1990403]; embryonic digit morphogenesis [GO:0042733]; embryonic foregut morphogenesis [GO:0048617]; embryonic forelimb morphogenesis [GO:0035115]; embryonic heart tube development [GO:0035050]; embryonic hindlimb morphogenesis [GO:0035116]; embryonic skeletal limb joint morphogenesis [GO:0036023]; endodermal cell fate commitment [GO:0001711]; endoderm formation [GO:0001706]; endothelial tube morphogenesis [GO:0061154]; epicardium-derived cardiac vascular smooth muscle cell differentiation [GO:0060983]; epithelial cell differentiation involved in prostate gland development [GO:0060742]; epithelial tube branching involved in lung morphogenesis [GO:0060441]; forebrain development [GO:0030900]; fungiform papilla formation [GO:0061198]; gastrulation with mouth forming second [GO:0001702]; genitalia morphogenesis [GO:0035112]; glial cell fate determination [GO:0007403]; hair cycle process [GO:0022405]; hair follicle morphogenesis [GO:0031069]; hair follicle placode formation [GO:0060789]; heart development [GO:0007507]; hemopoiesis [GO:0030097]; hindbrain development [GO:0030902]; in utero embryonic development [GO:0001701]; kidney development [GO:0001822]; layer formation in cerebral cortex [GO:0021819]; lens morphogenesis in camera-type eye [GO:0002089]; limb development [GO:0060173]; lung-associated mesenchyme development [GO:0060484]; lung cell differentiation [GO:0060479]; lung development [GO:0030324]; lung induction [GO:0060492]; male genitalia development [GO:0030539]; mesenchymal cell proliferation involved in lung development [GO:0060916]; mesenchyme development [GO:0060485]; mesenchyme morphogenesis [GO:0072132]; metanephros morphogenesis [GO:0003338]; midbrain development [GO:0030901]; midbrain dopaminergic neuron differentiation [GO:1904948]; morphogenesis of embryonic epithelium [GO:0016331]; negative regulation of angiogenesis [GO:0016525]; negative regulation of apoptotic process [GO:0043066]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of cell differentiation [GO:0045596]; negative regulation of cell proliferation [GO:0008285]; negative regulation of chondrocyte differentiation [GO:0032331]; negative regulation of epithelial cell differentiation [GO:0030857]; negative regulation of gene expression [GO:0010629]; negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis [GO:0003340]; negative regulation of mitotic cell cycle, embryonic [GO:0045976]; negative regulation of neurogenesis [GO:0050768]; negative regulation of neuron death [GO:1901215]; negative regulation of oligodendrocyte differentiation [GO:0048715]; negative regulation of osteoclast differentiation [GO:0045671]; negative regulation of oxidative stress-induced neuron death [GO:1903204]; negative regulation of protein sumoylation [GO:0033234]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nephron tubule formation [GO:0072079]; neural plate development [GO:0001840]; neuron differentiation [GO:0030182]; neuron migration [GO:0001764]; neuron projection extension [GO:1990138]; odontogenesis of dentin-containing tooth [GO:0042475]; oocyte development [GO:0048599]; osteoclast differentiation [GO:0030316]; oviduct development [GO:0060066]; pancreas development [GO:0031016]; positive regulation of apoptotic process [GO:0043065]; positive regulation of branching involved in lung morphogenesis [GO:0061047]; positive regulation of cell proliferation [GO:0008284]; positive regulation of chromatin-mediated maintenance of transcription [GO:1904501]; positive regulation of core promoter binding [GO:1904798]; positive regulation of determination of dorsal identity [GO:2000017]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of DNA-templated transcription, initiation [GO:2000144]; positive regulation of endothelial cell differentiation [GO:0045603]; positive regulation of epithelial cell differentiation [GO:0030858]; positive regulation of epithelial cell proliferation [GO:0050679]; positive regulation of epithelial cell proliferation involved in prostate gland development [GO:0060769]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of fibroblast growth factor receptor signaling pathway [GO:0045743]; positive regulation of gene expression [GO:0010628]; positive regulation of heparan sulfate proteoglycan biosynthetic process [GO:0010909]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of mesenchymal cell proliferation [GO:0002053]; positive regulation of molecular function [GO:0044093]; positive regulation of neural precursor cell proliferation [GO:2000179]; positive regulation of neuroblast proliferation [GO:0002052]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of skeletal muscle tissue development [GO:0048643]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomere maintenance via telomerase [GO:0032212]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein heterooligomerization [GO:0051291]; protein localization to cell surface [GO:0034394]; proximal/distal pattern formation [GO:0009954]; regulation of apoptotic process [GO:0042981]; regulation of calcium ion import [GO:0090279]; regulation of cell differentiation [GO:0045595]; regulation of cell proliferation [GO:0042127]; regulation of centriole-centriole cohesion [GO:0030997]; regulation of centromeric sister chromatid cohesion [GO:0070602]; regulation of chromatin-mediated maintenance of transcription [GO:1904499]; regulation of core promoter binding [GO:1904796]; regulation of epithelial cell differentiation [GO:0030856]; regulation of euchromatin binding [GO:1904793]; regulation of gene expression [GO:0010468]; regulation of histone demethylase activity (H3-K4 specific) [GO:1904173]; regulation of histone H3-K4 methylation [GO:0051569]; regulation of myelination [GO:0031641]; regulation of nephron tubule epithelial cell differentiation [GO:0072182]; regulation of osteoblast differentiation [GO:0045667]; regulation of osteoclast differentiation [GO:0045670]; regulation of protein localization to cell surface [GO:2000008]; regulation of secondary heart field cardioblast proliferation [GO:0003266]; regulation of smooth muscle cell proliferation [GO:0048660]; regulation of T cell proliferation [GO:0042129]; regulation of timing of anagen [GO:0051884]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; renal inner medulla development [GO:0072053]; renal outer medulla development [GO:0072054]; renal system development [GO:0072001]; renal vesicle formation [GO:0072033]; response to cytokine [GO:0034097]; response to estradiol [GO:0032355]; response to estrogen [GO:0043627]; Schwann cell proliferation [GO:0014010]; skeletal system development [GO:0001501]; skin development [GO:0043588]; smooth muscle cell differentiation [GO:0051145]; stem cell population maintenance [GO:0019827]; sympathetic ganglion development [GO:0061549]; synapse organization [GO:0050808]; synaptic vesicle clustering [GO:0097091]; synaptic vesicle transport [GO:0048489]; T cell differentiation [GO:0030217]; T cell differentiation in thymus [GO:0033077]; thymus development [GO:0048538]; trachea formation [GO:0060440]; trachea morphogenesis [GO:0060439]; vasculature development [GO:0001944]; vasculogenesis [GO:0001570]; ventricular compact myocardium morphogenesis [GO:0003223]
Q61315	reviewed	anterior/posterior pattern specification [GO:0009952]; axis specification [GO:0009798]; axonogenesis [GO:0007409]; canonical Wnt signaling pathway [GO:0060070]; canonical Wnt signaling pathway involved in negative regulation of apoptotic process [GO:0044336]; canonical Wnt signaling pathway involved in positive regulation of apoptotic process [GO:0044337]; cell cycle arrest [GO:0007050]; cell fate specification [GO:0001708]; cell migration [GO:0016477]; cellular response to DNA damage stimulus [GO:0006974]; chromosome organization [GO:0051276]; cytoplasmic microtubule organization [GO:0031122]; dorsal/ventral pattern formation [GO:0009953]; establishment or maintenance of cell polarity [GO:0007163]; hair follicle development [GO:0001942]; insulin receptor signaling pathway [GO:0008286]; kidney development [GO:0001822]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; mitotic cytokinesis [GO:0000281]; mitotic spindle assembly checkpoint [GO:0007094]; muscle cell cellular homeostasis [GO:0046716]; negative regulation of apoptotic process [GO:0043066]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cardiac muscle cell proliferation [GO:0060044]; negative regulation of cell proliferation [GO:0008285]; negative regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0045736]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of epithelial cell proliferation involved in prostate gland development [GO:0060770]; negative regulation of MAPK cascade [GO:0043409]; negative regulation of microtubule depolymerization [GO:0007026]; negative regulation of molecular function [GO:0044092]; negative regulation of odontogenesis [GO:0042483]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of Wnt signaling pathway [GO:0030178]; neuron projection development [GO:0031175]; pattern specification process [GO:0007389]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cell adhesion [GO:0045785]; positive regulation of cell death [GO:0010942]; positive regulation of cell differentiation [GO:0045597]; positive regulation of cell division [GO:0051781]; positive regulation of cell migration [GO:0030335]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of epithelial cell differentiation [GO:0030858]; positive regulation of microtubule polymerization [GO:0031116]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein localization to centrosome [GO:1904781]; positive regulation of pseudopodium assembly [GO:0031274]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein-containing complex assembly [GO:0065003]; protein homooligomerization [GO:0051260]; proximal/distal pattern formation [GO:0009954]; regulation of attachment of spindle microtubules to kinetochore [GO:0051988]; regulation of cell cycle [GO:0051726]; regulation of cell differentiation [GO:0045595]; regulation of cell migration [GO:0030334]; regulation of epithelial cell differentiation [GO:0030856]; regulation of glutamate metabolic process [GO:2000211]; regulation of microtubule-based process [GO:0032886]; regulation of nitrogen compound metabolic process [GO:0051171]; regulation of osteoblast differentiation [GO:0045667]; regulation of osteoclast differentiation [GO:0045670]; retina development in camera-type eye [GO:0060041]; skin development [GO:0043588]; somatic stem cell population maintenance [GO:0035019]; stem cell population maintenance [GO:0019827]; T cell differentiation in thymus [GO:0033077]; thymus development [GO:0048538]; Wnt signaling pathway [GO:0016055]
Q02395	reviewed	cellular response to leukemia inhibitory factor [GO:1990830]; chromatin organization [GO:0006325]; negative regulation of histone H3-K27 methylation [GO:0061086]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of histone H3-K27 methylation [GO:0061087]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; segment specification [GO:0007379]; stem cell differentiation [GO:0048863]; stem cell population maintenance [GO:0019827]
Q02591	reviewed	anatomical structure morphogenesis [GO:0009653]; dorsal/ventral neural tube patterning [GO:0021904]; ear development [GO:0043583]; embryonic skeletal system morphogenesis [GO:0048704]; forebrain development [GO:0030900]; middle ear morphogenesis [GO:0042474]; muscle organ morphogenesis [GO:0048644]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of Wnt signaling pathway [GO:0030178]; neural crest cell fate specification [GO:0014036]; signal transduction involved in regulation of gene expression [GO:0023019]
Q03358	reviewed	activation of meiosis [GO:0090427]; anterior/posterior pattern specification [GO:0009952]; BMP signaling pathway [GO:0030509]; BMP signaling pathway involved in heart development [GO:0061312]; bone morphogenesis [GO:0060349]; bone trabecula formation [GO:0060346]; branching involved in mammary gland duct morphogenesis [GO:0060444]; cartilage development [GO:0051216]; cellular response to estradiol stimulus [GO:0071392]; cellular response to growth factor stimulus [GO:0071363]; chondrocyte development [GO:0002063]; embryonic digit morphogenesis [GO:0042733]; embryonic forelimb morphogenesis [GO:0035115]; embryonic hindlimb morphogenesis [GO:0035116]; embryonic limb morphogenesis [GO:0030326]; embryonic nail plate morphogenesis [GO:0035880]; enamel mineralization [GO:0070166]; endochondral bone growth [GO:0003416]; epithelial to mesenchymal transition involved in endocardial cushion formation [GO:0003198]; frontal suture morphogenesis [GO:0060364]; mammary gland epithelium development [GO:0061180]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell proliferation [GO:0008285]; negative regulation of CREB transcription factor activity [GO:0032792]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of keratinocyte differentiation [GO:0045617]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription regulatory region DNA binding [GO:2000678]; odontogenesis [GO:0042476]; ossification [GO:0001503]; osteoblast development [GO:0002076]; osteoblast differentiation [GO:0001649]; outflow tract morphogenesis [GO:0003151]; outflow tract septum morphogenesis [GO:0003148]; positive regulation of apoptotic process [GO:0043065]; positive regulation of BMP signaling pathway [GO:0030513]; positive regulation of cell death [GO:0010942]; positive regulation of mesenchymal cell apoptotic process [GO:2001055]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of timing of catagen [GO:0051795]; regulation of apoptotic process [GO:0042981]; signal transduction involved in regulation of gene expression [GO:0023019]; stem cell differentiation [GO:0048863]; transcription by RNA polymerase II [GO:0006366]; wound healing [GO:0042060]; wound healing, spreading of epidermal cells [GO:0035313]
Q62504	reviewed	negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; Notch signaling pathway [GO:0007219]; positive regulation of neurogenesis [GO:0050769]; positive regulation of transcription, DNA-templated [GO:0045893]
Q8BXP5	reviewed	negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription regulatory region DNA binding [GO:2000678]; skeletal muscle cell differentiation [GO:0035914]
Q8R5C8	reviewed	chromatin organization [GO:0006325]; defense response to virus [GO:0051607]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of JNK cascade [GO:0046329]; regulation of transcription elongation from RNA polymerase II promoter [GO:0034243]
Q9CWW7	reviewed	histone H3-K4 methylation [GO:0051568]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of transcription, DNA-templated [GO:0006355]
Q9D504	reviewed	blastocyst hatching [GO:0001835]
Q04211	reviewed	anterior/posterior pattern specification [GO:0009952]; associative learning [GO:0008306]; cellular response to DNA damage stimulus [GO:0006974]; central nervous system neuron development [GO:0021954]; dentate gyrus development [GO:0021542]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell proliferation [GO:0008285]; negative regulation of mitotic cell cycle [GO:0045930]; negative regulation of neural precursor cell proliferation [GO:2000178]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of translation [GO:0017148]; neuron differentiation [GO:0030182]; neuron projection development [GO:0031175]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]; protein methylation [GO:0006479]; response to electrical stimulus [GO:0051602]; response to mechanical stimulus [GO:0009612]; response to organic cyclic compound [GO:0014070]; response to peptide hormone [GO:0043434]; skeletal muscle cell differentiation [GO:0035914]
Q91VY5	reviewed	histone H3-K36 demethylation [GO:0070544]; histone H3-K9 demethylation [GO:0033169]; negative regulation of histone H3-K9 trimethylation [GO:1900113]
