Entry	Status	Gene ontology (cellular component)
P50947	reviewed	histone deacetylase complex [GO:0000118]; Rpd3L complex [GO:0033698]
Q12196	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleolar chromatin [GO:0030874]; nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]
P38247	reviewed	EGO complex [GO:0034448]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]
P39004	reviewed	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
P33734	reviewed	cytoplasm [GO:0005737]; intracellular [GO:0005622]
Q12272	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P33748	reviewed	cytosol [GO:0005829]; nucleus [GO:0005634]
P33750	reviewed	Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]
P40055	reviewed	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, small subunit precursor [GO:0030688]; small-subunit processome [GO:0032040]
Q04500	reviewed	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]
P53044	reviewed	Doa10p ubiquitin ligase complex [GO:0000837]; Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]; nucleus [GO:0005634]; RQC complex [GO:1990112]; VCP-NPL4-UFD1 AAA ATPase complex [GO:0034098]
P33759	reviewed	mitochondrial small ribosomal subunit [GO:0005763]
Q12055	reviewed	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; nucleus [GO:0005634]
Q04629	reviewed	actin cortical patch [GO:0030479]; actin filament bundle [GO:0032432]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; nuclear outer membrane-endoplasmic reticulum membrane network [GO:0042175]
P33775	reviewed	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex [GO:0097582]; dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt3p dimer complex [GO:0097583]; integral component of membrane [GO:0016021]
P43597	reviewed	cell [GO:0005623]
P53121	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q03768	reviewed	polysome [GO:0005844]
P33894	reviewed	integral component of membrane [GO:0016021]; trans-Golgi network [GO:0005802]; vacuolar membrane [GO:0005774]
P38198	reviewed	condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle pole body [GO:0005816]
P53119	reviewed	proteasome complex [GO:0000502]
P51998	reviewed	mitochondrial large ribosomal subunit [GO:0005762]
P34087	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]; RNA polymerase II, core complex [GO:0005665]
P34160	reviewed	commitment complex [GO:0000243]; mRNA cap binding complex [GO:0005845]; nuclear cap binding complex [GO:0005846]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; polysome [GO:0005844]; ribonucleoprotein complex [GO:1990904]
Q08920	reviewed	commitment complex [GO:0000243]; nuclear cap binding complex [GO:0005846]; perinuclear region of cytoplasm [GO:0048471]
P38208	reviewed	cytosol [GO:0005829]; nucleolar ribonuclease P complex [GO:0005655]; nucleus [GO:0005634]; ribonuclease MRP complex [GO:0000172]
P38297	reviewed	integral component of mitochondrial outer membrane [GO:0031307]; mitochondrial membrane [GO:0031966]
P38334	reviewed	endoplasmic reticulum [GO:0005783]; phagophore assembly site [GO:0000407]; TRAPPIII protein complex [GO:1990072]; TRAPPII protein complex [GO:1990071]; TRAPPI protein complex [GO:1990070]
P39979	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P47028	reviewed	integral component of membrane [GO:0016021]
Q06236	reviewed	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) [GO:0005749]
Q08994	reviewed	
P34165	reviewed	extracellular region [GO:0005576]; plasma membrane [GO:0005886]
P34215	reviewed	
P34730	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P36048	reviewed	U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682]
P36075	reviewed	
P39945	reviewed	intracellular [GO:0005622]
Q08096	reviewed	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
Q08202	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q08650	reviewed	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]
Q12436	reviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q12515	reviewed	cytoplasm [GO:0005737]
P34219	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12447	reviewed	cytoplasm [GO:0005737]
P48510	reviewed	nucleus [GO:0005634]
P36168	reviewed	nucleus [GO:0005634]; peroxisome [GO:0005777]
P39707	reviewed	endomembrane system [GO:0012505]; mitochondrial outer membrane [GO:0005741]; tRNA-intron endonuclease complex [GO:0000214]
P40456	reviewed	
P38013	reviewed	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; peroxisome [GO:0005777]
P38879	reviewed	nascent polypeptide-associated complex [GO:0005854]; nucleus [GO:0005634]
P47089	reviewed	ribosome [GO:0005840]
Q03161	reviewed	
Q08971	reviewed	cytoplasm [GO:0005737]
Q3E795	reviewed	
P34232	reviewed	nuclear pore central transport channel [GO:0044613]; nuclear RNA export factor complex [GO:0042272]
P38339	reviewed	actin cortical patch [GO:0030479]; cellular bud [GO:0005933]; cytoplasm [GO:0005737]
Q08965	reviewed	90S preribosome [GO:0030686]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P34238	reviewed	
P42941	reviewed	cytoplasm [GO:0005737]
P34245	reviewed	
P34246	reviewed	
P34249	reviewed	
Q99385	reviewed	fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]
P34251	reviewed	integral component of membrane [GO:0016021]
P34253	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P38195	reviewed	
Q06150	reviewed	
Q12494	reviewed	cytoplasm [GO:0005737]
Q04120	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P40469	reviewed	cytosol [GO:0005829]; nucleus [GO:0005634]
P35169	reviewed	cytoplasm [GO:0005737]; endosome membrane [GO:0010008]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; fungal-type vacuole membrane [GO:0000329]; Golgi membrane [GO:0000139]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; TORC1 complex [GO:0031931]; TORC2 complex [GO:0031932]
P35176	reviewed	bacterial biofilm matrix [GO:0097311]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]
P35180	reviewed	integral component of mitochondrial outer membrane [GO:0031307]; mitochondrial outer membrane [GO:0005741]; mitochondrial outer membrane translocase complex [GO:0005742]
P53976	reviewed	
P35181	reviewed	AP-1 adaptor complex [GO:0030121]; endosome [GO:0005768]; nucleus [GO:0005634]
P38137	reviewed	peroxisomal matrix [GO:0005782]; peroxisomal membrane [GO:0005778]
P35183	reviewed	Golgi apparatus [GO:0005794]; late endosome [GO:0005770]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]
Q12522	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]
Q3E767	reviewed	
P35187	reviewed	chromosome [GO:0005694]; cytoplasm [GO:0005737]; nuclear chromosome, telomeric region [GO:0000784]; nucleolus [GO:0005730]; nucleus [GO:0005634]; RecQ helicase-Topo III complex [GO:0031422]; site of double-strand break [GO:0035861]
P47107	reviewed	
P39001	reviewed	Rpd3L complex [GO:0033698]
P39937	reviewed	cytoplasm [GO:0005737]; microtubule [GO:0005874]
P42949	reviewed	mitochondrial inner membrane [GO:0005743]; PAM complex, Tim23 associated import motor [GO:0001405]; TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]
Q03020	reviewed	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]
Q99394	reviewed	cis-Golgi network [GO:0005801]; endoplasmic reticulum [GO:0005783]; phagophore assembly site [GO:0000407]; trans-Golgi network [GO:0005802]; TRAPPIII protein complex [GO:1990072]; TRAPPII protein complex [GO:1990071]; TRAPPI protein complex [GO:1990070]
P35195	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P40043	reviewed	cell periphery [GO:0071944]; plasma membrane [GO:0005886]
Q02749	reviewed	nucleus [GO:0005634]
P38169	reviewed	mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]
P39981	reviewed	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]
P35200	reviewed	extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial intermembrane space [GO:0005758]
Q06164	reviewed	Cul8-RING ubiquitin ligase complex [GO:0035361]; nucleus [GO:0005634]
P40970	reviewed	integral component of membrane [GO:0016021]; serine C-palmitoyltransferase complex [GO:0017059]; SPOTS complex [GO:0035339]
Q04952	reviewed	1,3-beta-D-glucan synthase complex [GO:0000148]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]
P35207	reviewed	cytoplasm [GO:0005737]; Ski complex [GO:0055087]
P35208	reviewed	chromosome, telomeric region [GO:0000781]
P41912	reviewed	endoplasmic reticulum palmitoyltransferase complex [GO:0031211]; extrinsic component of endoplasmic reticulum membrane [GO:0042406]; palmitoyltransferase complex [GO:0002178]
Q99314	reviewed	nuclear chromatin [GO:0000790]; nuclear chromosome, telomeric region [GO:0000784]; SAS acetyltransferase complex [GO:0033255]
P50080	reviewed	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q08685	reviewed	mRNA cleavage factor complex [GO:0005849]; nucleus [GO:0005634]
P35691	reviewed	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; microtubule [GO:0005874]; mitochondrion [GO:0005739]
P40085	reviewed	endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; mitochondrion [GO:0005739]
Q05874	reviewed	cytoplasm [GO:0005737]
Q12508	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; GID complex [GO:0034657]; nucleus [GO:0005634]; peroxisome [GO:0005777]
P40098	reviewed	integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]
P53944	reviewed	mitochondrion [GO:0005739]
Q03649	reviewed	
P35724	reviewed	fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; vacuole-mitochondrion membrane contact site [GO:1990816]
Q12142	reviewed	autophagosome [GO:0005776]; cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; phagophore [GO:0061908]; phagophore assembly site [GO:0000407]; phagophore assembly site membrane [GO:0034045]
P53921	reviewed	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P46673	reviewed	nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore outer ring [GO:0031080]
P35731	reviewed	mitochondrion [GO:0005739]
P53010	reviewed	PAN complex [GO:0031251]; P-body [GO:0000932]
Q12034	reviewed	cytoplasmic stress granule [GO:0010494]; polysome [GO:0005844]
P35734	reviewed	cytoplasm [GO:0005737]; DASH complex [GO:0042729]; microtubule [GO:0005874]; mitotic spindle [GO:0072686]; mitotic spindle pole body [GO:0044732]
Q12191	reviewed	cis-Golgi network [GO:0005801]; membrane [GO:0016020]
P40215	reviewed	mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]
Q05021	reviewed	transcription factor TFIID complex [GO:0005669]
Q99326	reviewed	nucleus [GO:0005634]; SAGA-type complex [GO:0070461]
P35842	reviewed	extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]
P53332	reviewed	CoA-synthesizing protein complex [GO:1990143]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P35845	reviewed	cytosol [GO:0005829]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; Golgi membrane [GO:0000139]; Golgi trans cisterna [GO:0000138]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nuclear outer membrane [GO:0005640]; nucleus-vacuole junction [GO:0071561]
P35994	reviewed	fungal-type cell wall [GO:0009277]
P35997	reviewed	cytosolic small ribosomal subunit [GO:0022627]
P38862	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of phagophore assembly site membrane [GO:0097632]; membrane [GO:0016020]; phagophore assembly site [GO:0000407]
P38204	reviewed	nucleolus [GO:0005730]; RNA polymerase I upstream activating factor complex [GO:0000500]
Q00776	reviewed	AP-1 adaptor complex [GO:0030121]; clathrin-coated pit [GO:0005905]
P36001	reviewed	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]
Q12139	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q07927	reviewed	
P53968	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12224	reviewed	nucleus [GO:0005634]
P38128	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P39927	reviewed	cytosol [GO:0005829]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nucleus [GO:0005634]
P40021	reviewed	cellular bud [GO:0005933]; cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; mating projection tip [GO:0043332]
Q08912	reviewed	extracellular region [GO:0005576]
Q08989	reviewed	membrane [GO:0016020]
Q12451	reviewed	cellular bud neck [GO:0005935]; cortical endoplasmic reticulum [GO:0032541]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; plasma membrane [GO:0005886]
P36007	reviewed	
P36008	reviewed	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; eukaryotic translation elongation factor 1 complex [GO:0005853]; nucleus [GO:0005634]; ribosome [GO:0005840]
P36009	reviewed	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
P36010	reviewed	cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]
Q04304	reviewed	cytoplasm [GO:0005737]; intracellular [GO:0005622]
P36014	reviewed	extrinsic component of mitochondrial outer membrane [GO:0031315]; peroxisomal matrix [GO:0005782]
P53135	reviewed	chromosome, centromeric region [GO:0000775]; DNA replication preinitiation complex [GO:0031261]; nuclear chromatin [GO:0000790]
Q05040	reviewed	endoplasmic reticulum [GO:0005783]
P53965	reviewed	cytoplasm [GO:0005737]
P43583	reviewed	cytosol [GO:0005829]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome storage granule [GO:0034515]
Q06683	reviewed	mitochondrial matrix [GO:0005759]
Q01896	reviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q03516	reviewed	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q03455	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; nuclear membrane [GO:0031965]
Q12283	reviewed	mitochondrion [GO:0005739]
P48813	reviewed	integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; plasma membrane [GO:0005886]
P36034	reviewed	endosome [GO:0005768]; integral component of membrane [GO:0016021]
P36035	reviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P40445	reviewed	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q12008	reviewed	cytoplasm [GO:0005737]
P36037	reviewed	cytoplasm [GO:0005737]; cytoplasmic side of mitochondrial outer membrane [GO:0032473]; endosome membrane [GO:0010008]; nucleus [GO:0005634]
P36046	reviewed	integral component of mitochondrial inner membrane [GO:0031305]; mitochondrial intermembrane space [GO:0005758]
P43570	reviewed	endoplasmic reticulum membrane [GO:0005789]; intracellular [GO:0005622]
P43587	reviewed	nucleus [GO:0005634]
P38202	reviewed	
Q08746	reviewed	nuclear periphery [GO:0034399]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, large subunit precursor [GO:0030687]
Q12176	reviewed	Noc1p-Noc2p complex [GO:0030690]; nucleolus [GO:0005730]; nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]
P36051	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]
P38333	reviewed	90S preribosome [GO:0030686]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]
P36059	reviewed	cytoplasm [GO:0005737]
P40367	reviewed	integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of plasma membrane [GO:0005887]
Q06551	reviewed	cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum palmitoyltransferase complex [GO:0031211]; Golgi apparatus [GO:0005794]; integral component of endoplasmic reticulum membrane [GO:0030176]; perinuclear endoplasmic reticulum [GO:0097038]
P36064	reviewed	extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]
P49090	reviewed	cytosol [GO:0005829]
Q04712	reviewed	nucleolus [GO:0005730]; RNA polymerase I core factor complex [GO:0070860]
P36066	reviewed	i-AAA complex [GO:0031942]; integral component of membrane [GO:0016021]
P53242	reviewed	extrinsic component of membrane [GO:0019898]; GID complex [GO:0034657]; vacuole [GO:0005773]
Q04511	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]
Q07987	reviewed	extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]
P36069	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P36074	reviewed	
Q02457	reviewed	nuclear chromosome, telomeric region [GO:0000784]
P53909	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P36080	reviewed	cytosolic large ribosomal subunit [GO:0022625]; nucleolus [GO:0005730]
P41698	reviewed	cellular bud tip [GO:0005934]; incipient cellular bud site [GO:0000131]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P36082	reviewed	
P38719	reviewed	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
Q02521	reviewed	cytoplasm [GO:0005737]; spliceosomal complex [GO:0005681]
P39682	reviewed	commitment complex [GO:0000243]; U1 snRNP [GO:0005685]; U2-type prespliceosome [GO:0071004]
Q06488	reviewed	RSC-type complex [GO:0016586]
P36087	reviewed	
P36090	reviewed	lipid droplet [GO:0005811]
Q03029	reviewed	anchored component of membrane [GO:0031225]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; prospore membrane [GO:0005628]
P36091	reviewed	anchored component of plasma membrane [GO:0046658]
P36092	reviewed	integral component of membrane [GO:0016021]
P36095	reviewed	cytoplasm [GO:0005737]; ESCRT III complex [GO:0000815]; multivesicular body [GO:0005771]
P36096	reviewed	Dsc E3 ubiquitin ligase complex [GO:0044695]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]
P36097	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P47168	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P36145	reviewed	transcriptional preinitiation complex [GO:0097550]; transcription factor TFIIE complex [GO:0005673]
P38306	reviewed	
P38331	reviewed	
P38341	reviewed	MICOS complex [GO:0061617]; mitochondrial crista junction [GO:0044284]; mitochondrial inner membrane [GO:0005743]
P39973	reviewed	
P39977	reviewed	
P39983	reviewed	
P40030	reviewed	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P40057	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P40060	reviewed	Ino80 complex [GO:0031011]
P40063	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P53058	reviewed	cytosol [GO:0005829]
P87280	reviewed	integral component of membrane [GO:0016021]
Q12307	reviewed	
P36112	reviewed	MICOS complex [GO:0061617]; mitochondrial crista [GO:0030061]; mitochondrial crista junction [GO:0044284]; mitochondrial inner membrane [GO:0005743]
P41057	reviewed	cytosolic small ribosomal subunit [GO:0022627]
P36113	reviewed	cytoplasm [GO:0005737]; ubiquitin ligase complex [GO:0000151]
P38806	reviewed	cytosol [GO:0005829]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleus [GO:0005634]; Piccolo NuA4 histone acetyltransferase complex [GO:0032777]
P36117	reviewed	early endosome [GO:0005769]; late endosome [GO:0005770]
Q08649	reviewed	histone acetyltransferase complex [GO:0000123]; NuA4 histone acetyltransferase complex [GO:0035267]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; Piccolo NuA4 histone acetyltransferase complex [GO:0032777]
P47102	reviewed	cytosol [GO:0005829]; extrinsic component of membrane [GO:0019898]; Golgi-associated vesicle [GO:0005798]; Golgi cis cisterna [GO:0000137]
P53327	reviewed	cytoplasmic stress granule [GO:0010494]
P36120	reviewed	nucleolus [GO:0005730]
P36122	reviewed	exomer complex [GO:0034044]; membrane [GO:0016020]
P36124	reviewed	Set3 complex [GO:0034967]
P38884	reviewed	mitochondrion [GO:0005739]
P39678	reviewed	cytoplasm [GO:0005737]; MBF transcription complex [GO:0030907]; nuclear chromatin [GO:0000790]; SBF transcription complex [GO:0033309]
P40562	reviewed	nucleus [GO:0005634]
P36127	reviewed	
P36129	reviewed	
P36131	reviewed	cytoplasm [GO:0005737]; DASH complex [GO:0042729]; spindle microtubule [GO:0005876]
P38283	reviewed	chromosome passenger complex [GO:0032133]; condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; kinetochore microtubule [GO:0005828]; nucleus [GO:0005634]; spindle microtubule [GO:0005876]; spindle midzone [GO:0051233]
P53267	reviewed	cytoplasm [GO:0005737]; DASH complex [GO:0042729]; mitotic spindle polar microtubule [GO:1990537]; mitotic spindle pole body [GO:0044732]
P36132	reviewed	cytoplasm [GO:0005737]; EKC/KEOPS complex [GO:0000408]; nucleoplasm [GO:0005654]
P36133	reviewed	
P36136	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P38330	reviewed	integral component of mitochondrial membrane [GO:0032592]; mitochondrial inner membrane [GO:0005743]; P-body [GO:0000932]
P40155	reviewed	peroxisomal importomer complex [GO:1990429]; peroxisomal membrane [GO:0005778]; Pex17p-Pex14p docking complex [GO:1990415]
P53164	reviewed	cytosol [GO:0005829]; peroxisome [GO:0005777]
Q02647	reviewed	cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; peroxisomal importomer complex [GO:1990429]
Q08245	reviewed	extrinsic component of plasma membrane [GO:0019897]
P36140	reviewed	
P36141	reviewed	mitochondrion [GO:0005739]
P36144	reviewed	90S preribosome [GO:0030686]; nucleolus [GO:0005730]
P36147	reviewed	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; PAM complex, Tim23 associated import motor [GO:0001405]
Q03337	reviewed	endoplasmic reticulum [GO:0005783]; phagophore assembly site [GO:0000407]; TRAPP complex [GO:0030008]; TRAPPIII protein complex [GO:1990072]; TRAPPII protein complex [GO:1990071]; TRAPPI protein complex [GO:1990070]
P36151	reviewed	mitochondrion [GO:0005739]
P36152	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]
P36153	reviewed	
P36154	reviewed	cytoplasm [GO:0005737]
P48231	reviewed	cellular bud [GO:0005933]; cortical endoplasmic reticulum [GO:0032541]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P36160	reviewed	nucleolus [GO:0005730]
P36161	reviewed	chromosome, telomeric region [GO:0000781]; cytosol [GO:0005829]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore outer ring [GO:0031080]; nucleus [GO:0005634]
P38276	reviewed	cytoplasm [GO:0005737]; TRC complex [GO:0072380]
P36163	reviewed	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]
Q06820	reviewed	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]
P36421	reviewed	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q02608	reviewed	mitochondrial small ribosomal subunit [GO:0005763]
P36516	reviewed	mitochondrial large ribosomal subunit [GO:0005762]; nucleus [GO:0005634]
P53273	reviewed	integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]
P36517	reviewed	mitochondrial large ribosomal subunit [GO:0005762]
P36526	reviewed	mitochondrial large ribosomal subunit [GO:0005762]
P36534	reviewed	mitochondrial large ribosomal subunit [GO:0005762]
P36973	reviewed	cytoplasm [GO:0005737]
P37267	reviewed	integral component of mitochondrial membrane [GO:0032592]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
P53632	reviewed	cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]; TRAMP complex [GO:0031499]
P37292	reviewed	mitochondrion [GO:0005739]
P39076	reviewed	chaperonin-containing T-complex [GO:0005832]
P37297	reviewed	cytoplasm [GO:0005737]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q08955	reviewed	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nuclear chromosome, telomeric region [GO:0000784]; nuclear membrane [GO:0031965]
P37303	reviewed	cytosol [GO:0005829]
P40467	reviewed	nucleus [GO:0005634]
P53852	reviewed	cytoplasm [GO:0005737]
P38011	reviewed	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; nucleus [GO:0005634]
P39960	reviewed	cell cortex [GO:0005938]; cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; plasma membrane [GO:0005886]
P40077	reviewed	cellular bud neck [GO:0005935]
P40355	reviewed	
P47170	reviewed	extrinsic component of fungal-type vacuolar membrane [GO:0097042]; GATOR1 complex [GO:1990130]; Seh1-associated complex [GO:0035859]
P53857	reviewed	
P54862	reviewed	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q00955	reviewed	acetyl-CoA carboxylase complex [GO:0009317]; endoplasmic reticulum membrane [GO:0005789]
Q03780	reviewed	cytoplasm [GO:0005737]
Q06385	reviewed	cytosol [GO:0005829]; extrinsic component of membrane [GO:0019898]; Golgi apparatus [GO:0005794]; Golgi cisterna [GO:0031985]; Golgi cisterna membrane [GO:0032580]; Golgi medial cisterna [GO:0005797]; trans-Golgi network [GO:0005802]
Q07878	reviewed	extrinsic component of membrane [GO:0019898]; Golgi apparatus [GO:0005794]; nucleus-vacuole junction [GO:0071561]; organelle membrane contact site [GO:0044232]; prospore membrane [GO:0005628]; vacuole-mitochondrion membrane contact site [GO:1990816]
